date,ldos_shares,ph_shares,wab_shares,br_shares,dov_shares,tdg_shares,ir_shares,cat_shares,payc_shares,csx_shares,wm_shares,hubb_shares,gww_shares,sna_shares,ge_shares,unp_shares,jci_shares,ftv_shares,expd_shares,nsc_shares,hwm_shares,hon_shares,rol_shares,ndsn_shares,jbht_shares,txt_shares,chrw_shares,pwr_shares,rok_shares,gev_shares,tt_shares,lii_shares,etn_shares,bldr_shares,odfl_shares,lhx_shares,gnrc_shares,rsg_shares,ups_shares,eme_shares,hii_shares,ctas_shares,j_shares,mmm_shares,aos_shares,pcar_shares,lmt_shares,ual_shares,efx_shares,mas_shares,fast_shares,ba_shares,itw_shares,luv_shares,vrsk_shares,otis_shares,uber_shares,xyl_shares,payx_shares,rtx_shares,fdx_shares,swk_shares,vlto_shares,adp_shares,cprt_shares,uri_shares,cmi_shares,alle_shares,emr_shares,ame_shares,fix_shares,iex_shares,dal_shares,gd_shares,axon_shares,noc_shares,pnr_shares,de_shares,carr_shares
2025-08-20,646331,641401,858813,589585,688260,281887,2025053,2360500,244533,9424811,1838083,267978,219430,262644,5352071,2998838,3301449,1706947,687041,1131024,2025350,3225716,1410213,271274,393164,905837,595665,743520,565763,1369900,1119390,160340,1964007,554451,933419,937874,296883,1019083,3681388,,197168,1722021,602862,2701381,581757,2633805,1046647,1639607,623362,1058290,5755768,3784384,1337717,2861668,702052,1980795,10495452,1221476,1608360,6705057,1105972,776202,1244285,2037338,4413591,326225,691163,431674,2822185,1159097,,379044,3277281,1263985,371077,678902,825488,1266817,4000086
2025-08-21,644854,639938,856846,588234,686685,281243,2020426,2355103,243973,9403251,1833883,267362,218926,262042,5339835,2991978,3293896,1703048,685466,1128434,2020716,3218338,1406986,270651,392268,903765,594300,741819,564468,1366771,1116828,159976,1959513,553184,931284,935725,296204,1016752,3672967,,196720,1718080,601483,2695207,580420,2627778,1044253,1635862,621934,1055868,5742601,3775732,1334658,2855130,700449,1976266,10471449,1218683,1604678,6689727,1103445,774424,1241443,2032676,4403504,325476,689581,430687,2815731,1156444,,378176,3269784,1261094,370230,677348,823598,1263919,3990937
2025-08-22,649918,644954,863590,592866,692085,283451,2036290,2373607,245893,9477171,1848283,269474,220654,264106,5381787,3015498,3319792,1716416,690866,1137314,2036604,3243634,1418050,272787,395340,910869,598980,747651,568908,1377499,1125612,161224,1974921,557528,938604,943093,298532,1024744,3701839,,198256,1731592,606211,2716375,585004,2648442,1052461,1648702,626830,1064172,5787745,3805396,1345146,2877546,705945,1991794,10553745,1228259,1617302,6742287,1112109,780520,1251187,2048660,4438088,328044,695005,434071,2837859,1165540,,381152,3295488,1271006,373134,682676,830078,1273855,4022305
2025-08-25,646964,642014,859656,590164,688935,282163,2027022,2362813,244773,9434051,1839883,268242,219646,262902,5357315,3001778,3304686,1708618,687716,1132134,2027336,3228878,1411596,271541,393548,906725,596250,744249,566318,1371227,1120488,160496,1965933,554994,934334,938795,297174,1020082,3684997,,197360,1723710,603453,2704027,582330,2636388,1047673,1641212,623974,1059328,5761411,3788092,1339028,2864470,702739,1982736,10505739,1222673,1609938,6711627,1107055,776964,1245503,2039336,4417914,326546,691841,432097,2824951,1160234,,379416,3280494,1265224,371440,679568,826298,1268059,4004007
2025-08-26,646964,642014,859656,590164,688935,282163,2027022,2362813,244773,9434051,1839883,268242,219646,262902,5357315,3001778,3304686,1708618,687716,1132134,2027336,3228878,1411596,271541,393548,906725,596250,744249,566318,1371227,1120488,160496,1965933,554994,934334,938795,297174,1020082,3684997,,197360,1723710,603453,2704027,582330,2636388,1047673,1641212,623974,1059328,5761411,3788092,1339028,2864470,702739,1982736,10505739,1222673,1609938,6711627,1107055,776964,1245503,2039336,4417914,326546,691841,432097,2824951,1160234,,379416,3280494,1265224,371440,679568,826298,1268059,4004007
2025-08-27,646542,641594,859094,589778,688485,281979,2025698,2361271,244613,9427891,1838683,268066,219502,262730,5353817,2999818,3302528,1707504,687266,1131394,2026012,3226770,1410674,271363,393292,906133,595860,743763,565948,1370331,1119756,160392,1964649,554632,933724,938181,296980,1019416,3682591,,197232,1722584,603059,2702263,581948,2634666,1046989,1640140,623566,1058636,5757649,3785620,1338154,2862602,702281,1981442,10498881,1221875,1608886,6707245,1106333,776456,1244691,2038004,4415030,326332,691389,431815,2823107,1159476,,379168,3278352,1264398,371198,679124,825758,1267231,4001393
2025-08-28,646542,641594,859094,589778,688485,282079,2025698,2361971,244613,9434391,1838683,268066,219502,262730,5355617,3000618,3304828,1707504,687266,1132194,2027312,3227670,1410674,271363,393292,906133,595860,744263,565948,1370731,1120056,160392,1965149,554632,933724,938881,296980,1020116,3684891,,197232,1723684,603059,2702263,583748,2636466,1047289,1640140,623566,1058636,5761649,3786720,1339054,2862602,702281,1981442,10502281,1221875,1609986,6709445,1107033,776456,1244691,2038604,4415030,326332,691789,431815,2825007,1159476,,379168,3278352,1265198,371398,679424,825758,1267631,4004193
2025-08-29,646542,641594,859094,589778,688485,282079,2025698,2361971,244613,9434391,1838683,268066,219502,262730,5355617,3000618,3304828,1707504,687266,1132194,2027312,3227670,1410674,271363,393292,906133,595860,744263,565948,1370731,1120056,160392,1965149,554632,933724,938881,296980,1020116,3684891,,197232,1723684,603059,2702263,583748,2636466,1047289,1640140,623566,1058636,5761649,3786720,1339054,2862602,702281,1981442,10502281,1221875,1609986,6709445,1107033,776456,1244691,2038604,4415030,326332,691789,431815,2825007,1159476,,379168,3278352,1265198,371398,679424,825758,1267631,4004193
2025-09-02,646964,642514,859656,590164,688935,282263,2027022,2364413,244773,9440570,1841502,268242,219646,262902,5360815,3003978,3306986,1708618,687716,1132934,2028636,3231278,1411596,271541,393567,906725,596250,744749,566318,1372227,1120788,160496,1967333,554994,934334,939495,297174,1020782,3687297,,197360,1724810,603453,2706346,584130,2638188,1047973,1641212,623974,1059328,5765430,3790711,1339928,2864489,702739,1982736,10513058,1222673,1611038,6716227,1107774,776964,1245522,2040936,4417914,326946,692241,432097,2826870,1160234,,379416,3280494,1266024,371640,680368,826298,1269159,4006826
2025-09-03,647597,643144,860499,590743,689610,282539,2029011,2366732,245013,9449828,1843305,268506,219862,263160,5366071,3006921,3310229,1710292,688391,1134044,2030625,3234446,1412982,271808,393954,907616,596835,745478,566873,1373571,1121886,160652,1969262,555540,935249,940416,297465,1021784,3690912,,197552,1726502,604044,2708998,584703,2640774,1049002,1642820,624586,1060366,5771082,3794425,1341242,2867297,703429,1984680,10523363,1223873,1612619,6722809,1108860,777726,1246743,2042937,4422246,327267,692919,432520,2829642,1161371,,379788,3283710,1267266,372003,681034,827108,1270404,4010756
2025-09-04,646542,642094,859094,589778,688485,282379,2025696,2364267,244613,9445798,1840295,268066,219502,262730,5360511,3003616,3308724,1707502,687266,1133594,2029710,3230866,1410672,271363,393309,906131,595860,745263,565948,1372031,1121256,160392,1967147,554630,933724,940081,296980,1021514,3689387,,197232,1725682,603059,2704578,583748,2639864,1048387,1640140,623566,1058636,5768762,3790430,1340652,2862617,703579,1981440,10512288,1221873,1609984,6715739,1107050,776456,1244708,2040702,4415026,326732,692689,431815,2828222,1159476,,379168,3283845,1266596,371898,679924,825758,1268329,4004206
2025-09-05,646331,641884,858813,589585,688260,282287,2025033,2363494,244533,9442712,1839694,267978,219430,262644,5358759,3002635,3307643,1706944,687041,1133224,2029047,3229810,1410210,271274,393180,905834,595665,745020,565763,1371583,1120890,160340,1966504,554448,933419,939774,296883,1021180,3688182,,197168,1725118,602862,2703694,583557,2639002,1048044,1639604,623362,1058290,5766878,3789191,1340214,2861681,703349,1980792,10508853,1221473,1609457,6713545,1106688,776202,1244301,2040035,4413582,326625,692463,431674,2827298,1159097,,379044,3282772,1266182,371777,679702,825488,1267914,4002896
2025-09-08,646331,641884,858813,589585,688260,282287,2025033,2363494,244533,9442712,1839694,267978,219430,262644,5358759,3002635,3307643,1706944,687041,1133224,2029047,3229810,1410210,271274,393180,905834,595665,745020,565763,1371583,1120890,160340,1966504,554448,933419,939774,296883,1021180,3688182,,197168,1725118,602862,2703694,583557,2639002,1048044,1639604,623362,1058290,5766878,3789191,1340214,2861681,703349,1980792,10508853,1221473,1609457,6713545,1106688,776202,1244301,2040035,4413582,326625,692463,431674,2827298,1159097,,379044,3282772,1266182,371777,679702,825488,1267914,4002896
2025-09-09,648019,643564,861061,591129,690060,283023,2030337,2369678,245173,9467400,1844510,268682,220006,263332,5372775,3010491,3316291,1711408,688841,1136184,2034351,3238258,1413906,271986,394212,908210,597225,746964,567243,1375167,1123818,160756,1971648,555904,935867,942230,297659,1023852,3697822,,197680,1729630,604438,2710766,585085,2645898,1050788,1643900,624994,1061066,5781958,3799103,1343718,2869169,705189,1985976,10536333,1224673,1613673,6731105,1109584,778234,1247557,2045371,4425134,327481,694271,432802,2834690,1162129,,380036,3291356,1269494,372753,681478,827648,1271234,4013376
2025-09-10,648019,643564,861061,591129,690060,283023,2030337,2369678,245173,9467400,1844510,268682,220006,263332,5372775,3010491,3316291,1711408,688841,1136184,2034351,3238258,1413906,271986,394212,908210,597225,746964,567243,1375167,1123818,160756,1971648,555904,935867,942230,297659,1023852,3697822,,197680,1729630,604438,2710766,585085,2645898,1050788,1643900,624994,1061066,5781958,3799103,1343718,2869169,705189,1985976,10536333,1224673,1613673,6731105,1109584,778234,1247557,2045371,4425134,327481,694271,432802,2834690,1162129,,380036,3291356,1269494,372753,681478,827648,1271234,4013376
2025-09-11,654771,650284,870053,597305,697260,285967,2051553,2394414,247733,9566152,1863774,271498,222310,266084,5428839,3041915,3350883,1729264,696041,1148024,2055567,3272050,1428690,274834,398340,917714,603465,754740,573163,1389503,1135530,162420,1992224,561728,945659,952054,300763,1034540,3736382,,199728,1747678,610742,2739054,591197,2673482,1061764,1661084,631522,1072170,5842278,3838751,1357734,2899121,712549,2006712,10646253,1237473,1630537,6801345,1121168,786362,1260581,2066715,4471342,330905,701503,437314,2864258,1174257,,384004,3325692,1282742,376657,688582,836288,1284514,4055296
2025-09-12,655826,651334,871458,598270,698385,286427,2054868,2398279,248133,9581582,1866784,271938,222670,266514,5437599,3046825,3356288,1732054,697166,1149874,2058882,3277330,1431000,275279,398985,919199,604440,755955,574088,1391743,1137360,162680,1995439,562638,947189,953589,301248,1036210,3742407,,200048,1750498,611727,2743474,592152,2677792,1063479,1663769,632542,1073905,5851703,3844946,1359924,2903801,713699,2009952,10663433,1239473,1633172,6812320,1122978,787632,1262616,2070050,4478562,331440,702633,438019,2868878,1176152,,384624,3331057,1284812,377267,689692,837638,1286589,4061846
2025-09-15,654342,649864,869491,596919,696810,285783,2050227,2392868,247573,9559973,1862570,271322,222166,265912,5425335,3039951,3348721,1728148,695591,1147284,2054241,3269938,1427766,274656,398082,917120,603075,754247,572793,1388607,1134798,162316,1990938,561364,945047,951440,300569,1033872,3733965,,199600,1746550,610348,2737286,590815,2671751,1061078,1660010,631114,1071476,5838508,3836273,1356858,2897249,712089,2005409,10639381,1236673,1629483,6796955,1120444,785854,1259767,2065381,4468447,330691,701051,437032,2862410,1173499,,383756,3323546,1281914,376413,688138,835748,1283684,4052676
2025-09-16,648618,644194,861904,591708,690735,283299,2032326,2371997,245413,9476624,1846316,268946,220222,263590,5378031,3013437,3319534,1713055,689516,1137294,2036340,3241426,1415292,272253,394599,909101,597810,747659,567798,1376484,1124916,160912,1973577,556450,936785,943151,297950,1024854,3701403,,197872,1731322,605029,2713418,585658,2648450,1051817,1645511,625606,1062107,5787613,3802820,1345032,2871977,705879,1987886,10546609,1225873,1615254,6737690,1110670,778996,1248778,2047372,4429432,327802,694949,433225,2837462,1163266,,380408,3294575,1270736,373119,682144,828458,1272479,4017306
2025-09-17,647770,643354,860780,590936,689835,282931,2029674,2368905,245093,9464276,1843908,268594,219934,263246,5371023,3009509,3315210,1710819,688616,1135814,2033688,3237202,1413444,271897,394083,907913,597030,746683,567058,1374688,1123452,160704,1971005,555722,935561,941923,297562,1023518,3696579,,197616,1729066,604241,2709882,584894,2644998,1050445,1643363,624790,1060719,5780073,3797864,1343280,2868233,704959,1985290,10532865,1224273,1613146,6728910,1109222,777980,1247150,2044704,4423652,327374,694045,432661,2833766,1161750,,379912,3290283,1269080,372631,681256,827378,1270819,4012066
2025-09-18,650950,646504,864995,593831,693210,284311,2039619,2380500,246293,9510581,1852938,269914,221014,264536,5397303,3024239,3331425,1719204,691991,1141364,2043633,3253042,1420374,273232,396018,912368,599955,750343,569833,1381423,1128942,161484,1980650,558452,940151,946528,299017,1028528,3714669,,198576,1737526,607196,2723142,587759,2657943,1055590,1651418,627850,1065924,5808348,3816449,1349850,2882273,708409,1995025,10584405,1230273,1621051,6761835,1114652,781790,1253255,2054709,4445327,328979,697435,434776,2847626,1167435,,381772,3306378,1275290,374461,684586,831428,1277044,4031716
2025-09-19,645970,643422,860855,589815,690560,283695,1821203,2358934,252157,9387289,1866152,267588,221158,262706,5339677,2986181,3295069,1703612,683435,1129698,2029853,3196922,1415394,270308,385068,897352,594641,750831,566101,1370715,1120470,160988,1960226,558814,931257,942040,295409,1021892,3706181,225446,197604,1724748,601888,2681986,575333,2644063,1034464,1630078,623356,1054210,5778708,3807527,1335720,2644493,703467,1976211,10500737,1225671,1632513,6740021,1092762,782298,1249567,2039535,4479341,323989,693787,432258,2833870,1162891,,379118,3266002,1271318,395319,677726,825466,1268270,4028036
2025-09-22,645552,643006,860297,589433,690112,283511,1820023,2357406,251993,9381207,1864942,267414,221014,262536,5336217,2984247,3292935,1702508,682993,1128966,2028537,3194850,1414476,270132,384818,896770,594255,750345,565735,1369827,1119744,160884,1958956,558454,930653,941430,295217,1021230,3703779,225300,197476,1723630,601498,2680248,574961,2642349,1033794,1629022,622952,1053526,5774964,3805061,1334854,2642779,703011,1974931,10493933,1224877,1631455,6735653,1092054,781792,1248757,2038213,4476439,323779,693337,431978,2832034,1162137,,378872,3263886,1270494,395063,677286,824932,1267448,4025426
2025-09-23,645761,643214,860576,589624,690336,283603,1820613,2358170,252075,9384248,1865547,267501,221086,262621,5337947,2985214,3294003,1703060,683214,1129332,2029195,3195886,1414935,270220,384943,897061,594448,750588,565918,1370271,1120107,160936,1959591,558634,930955,941735,295313,1021561,3704980,225373,197540,1724189,601693,2681117,575147,2643206,1034129,1629550,623154,1053868,5776836,3806295,1335287,2643636,703239,1975571,10497335,1225274,1631984,6737837,1092408,782045,1249162,2038874,4477890,323884,693562,432118,2832952,1162514,,378995,3264944,1270906,395191,677506,825199,1267859,4026731
2025-09-24,645343,642798,860018,589242,689888,283419,1819433,2356642,251911,9378166,1864337,267327,220942,262451,5334487,2983280,3291867,1701956,682772,1128600,2027879,3193814,1414017,270044,384693,896479,594062,750102,565552,1369383,1119381,160832,1958321,558274,930351,941125,295121,1020899,3702578,225227,197412,1723071,601303,2679379,574775,2641492,1033459,1628494,622750,1053184,5773092,3803827,1334421,2641922,702783,1974291,10490531,1224480,1630926,6733469,1091700,781539,1248352,2037552,4474988,323674,693112,431838,2831116,1161760,,378749,3262828,1270082,394935,677066,824665,1267037,4024121
2025-09-25,645761,643214,860576,589624,690336,283603,1820613,2358170,252075,9384248,1865547,267501,221086,262621,5337947,2985214,3294003,1703060,683214,1129332,2029195,3195886,1414935,270220,384943,897061,594448,750588,565918,1370271,1120107,160936,1959591,558634,930955,941735,295313,1021561,3704980,225373,197540,1724189,601693,2681117,575147,2643206,1034129,1629550,623154,1053868,5776836,3806295,1335287,2643636,703239,1975571,10497335,1225274,1631984,6737837,1092408,782045,1249162,2038874,4477890,323884,693562,432118,2832952,1162514,,378995,3264944,1270906,395191,677506,825199,1267859,4026731
2025-09-26,648060,645502,863645,591725,692800,284615,1827103,2366574,252977,9417699,1872202,268458,221878,263556,5356977,2995851,3305751,1709132,685645,1133358,2036433,3207282,1419984,271188,386318,900262,596571,753261,567931,1375155,1124100,161508,1966576,560614,934277,945090,296369,1025202,3718191,226176,198244,1730338,603838,2690676,577193,2652633,1037814,1635358,625376,1057630,5797428,3819869,1340050,2653063,705747,1982611,10534757,1229641,1637803,6761861,1096302,784828,1253617,2046145,4493851,325039,696037,433658,2843050,1166661,,380348,3276582,1275438,396599,679926,828136,1272380,4041086
2025-09-29,646806,644254,861971,590579,691456,284063,1823563,2361990,252485,9399453,1868572,267936,221446,263046,5346597,2990049,3299343,1705820,684319,1131162,2032485,3201066,1417230,270660,385568,898516,595413,751803,566833,1372491,1121922,161196,1962766,559534,932465,943260,295793,1023216,3710985,225738,197860,1726984,602668,2685462,576077,2647491,1035804,1632190,624164,1055578,5786196,3812465,1337452,2647921,704379,1978771,10514345,1227259,1634629,6748757,1094178,783310,1251187,2042179,4485145,324409,694687,432818,2837542,1164399,,379610,3270234,1272966,395831,678606,826534,1269914,4033256
2025-09-30,648269,645710,863924,591916,693024,284707,1827693,2367338,253059,9420740,1872807,268545,221950,263641,5358707,2996825,3306819,1709684,685866,1133724,2037091,3208318,1420443,271276,386443,900553,596764,753504,568114,1375599,1124463,161560,1967211,560794,934579,945395,296465,1025533,3719392,226249,198308,1730897,604033,2691545,577379,2653490,1038149,1635886,625578,1057972,5799300,3821103,1340483,2653920,705975,1983251,10538159,1230038,1638332,6764045,1096656,785081,1254022,2046806,4495302,325144,696262,433798,2843968,1167038,,380471,3277640,1275850,396727,680146,828403,1272791,4042391
2025-10-01,648896,646337,864761,592489,693696,284983,1829463,2369630,253305,9429866,1874622,268806,222166,263896,5363897,2999729,3310023,1711340,686529,1134822,2039065,3211426,1421820,271540,386818,901426,597343,754233,568663,1376931,1125552,161716,1969116,561334,935485,946310,296753,1026526,3722995,226468,198500,1732574,604618,2694152,577937,2656061,1039154,1637470,626184,1058998,5804919,3824805,1341782,2656491,706659,1985171,10548368,1231229,1639919,6770597,1097718,785840,1255237,2048789,4499658,325459,696937,434218,2846722,1168169,,380840,3280814,1277086,397111,680806,829204,1274024,4046306
2025-10-02,648896,646337,864761,592489,693696,284983,1829463,2369630,253305,9429866,1874622,268806,222166,263896,5363897,2999729,3310023,1711340,686529,1134822,2039065,3211426,1421820,271540,386818,901426,597343,754233,568663,1376931,1125552,161716,1969116,561334,935485,946310,296753,1026526,3722995,226468,198500,1732574,604618,2694152,577937,2656061,1039154,1637470,626184,1058998,5804919,3824805,1341782,2656491,706659,1985171,10548368,1231229,1639919,6770597,1097718,785840,1255237,2048789,4499658,325459,696937,434218,2846722,1168169,,380840,3280814,1277086,397111,680806,829204,1274024,4046306
2025-10-03,649523,646964,865598,593062,694368,285259,1831233,2371922,253551,9438992,1876437,269067,222382,264151,5369087,3002633,3313227,1712996,687192,1135920,2041039,3214534,1423197,271804,387193,902299,597922,754962,569212,1378263,1126641,161872,1971021,561874,936391,947225,297041,1027519,3726598,226687,198692,1734251,605203,2696759,578495,2658632,1040159,1639054,626790,1060024,5810538,3828507,1343081,2659062,707343,1987091,10558577,1232420,1641506,6777149,1098780,786599,1256452,2050772,4504014,325774,697612,434638,2849476,1169300,,381209,3283988,1278322,397495,681466,830008,1275257,4050221
2025-10-06,648269,645710,863924,591916,693024,284707,1827693,2367338,253059,9420740,1872807,268545,221950,263641,5358707,2996825,3306819,1709684,685866,1133724,2037091,3208318,1420443,271276,386443,900553,596764,753504,568114,1375599,1124463,161560,1967211,560794,934579,945395,296465,1025533,3719392,226249,198308,1730897,604033,2691545,577379,2653490,1038149,1635886,625578,1057972,5799300,3821103,1340483,2653920,705975,1983251,10538159,1230038,1638332,6764045,1096656,785081,1254022,2046806,4495302,325144,696262,433798,2843968,1167038,,380471,3277640,1275850,396727,680146,828400,1272791,4042391
2025-10-07,645970,643411,860855,589815,690560,283695,1821203,2358934,252157,9387278,1866152,267588,221158,262706,5339677,2986177,3295071,1703612,683435,1129698,2029853,3196922,1415394,270308,385068,897352,594641,750831,566101,1370715,1120470,160988,1960226,558814,931257,942040,295409,1021892,3706181,225446,197604,1724748,601888,2681986,575333,2644063,1034464,1630078,623356,1054210,5778697,3807529,1335720,2644493,703467,1976211,10500726,1225671,1632513,6740021,1092762,782298,1249567,2039535,4479330,323989,693787,432258,2833870,1162891,,379118,3266002,1271318,395319,677726,825452,1268270,4028036
2025-10-08,647015,644456,862250,590770,691680,284155,1824153,2362754,252567,9402488,1869177,268023,221518,263131,5348327,2991017,3300411,1706372,684540,1131528,2033143,3202102,1417689,270748,385693,898807,595606,752046,567016,1372935,1122285,161248,1963401,559714,932767,943565,295889,1023547,3712186,225811,197924,1727543,602863,2686331,576263,2648348,1036139,1632718,624366,1055920,5788062,3813699,1337885,2648778,704607,1979411,10517741,1227656,1635158,6750941,1094532,783563,1251592,2042840,4486590,324514,694912,432958,2838460,1164776,,379733,3271292,1273378,395959,678826,826787,1270325,4034561
2025-10-09,645134,643075,859739,589051,689664,283327,1818843,2357078,251829,9375110,1865232,267240,221570,262366,5334957,2984105,3290799,1701404,682551,1128234,2028621,3194478,1413558,269956,384568,896188,593869,749859,565369,1369639,1119618,160780,1958686,558094,930049,940820,295025,1020568,3701377,225154,197348,1722512,601108,2680210,574589,2640635,1033724,1627966,622548,1052842,5771205,3804393,1333988,2641065,702555,1973651,10492814,1224083,1630397,6734285,1091346,781286,1247947,2038291,4473522,323569,692887,431698,2832098,1161383,,378626,3261770,1270470,394807,676846,824384,1267426,4022816
2025-10-10,639282,637223,851927,583703,683392,280751,1802323,2335686,249533,9289934,1848292,264804,219554,259986,5286517,2957001,3260895,1685948,676363,1117986,2010197,3165470,1400706,267492,381068,888040,588465,743055,560245,1357207,1109454,159324,1940906,553054,921593,932280,292337,1011300,3667749,223110,195556,1706860,595648,2655878,569381,2616639,1024344,1613182,616892,1043266,5718761,3769841,1321864,2617069,696171,1955731,10397530,1212967,1615585,6673133,1081434,774202,1236607,2019783,4432866,320629,686587,427778,2806394,1150827,,375182,3232146,1258934,391223,670686,816908,1255918,3986276
2025-10-13,640745,638686,853880,585040,684960,281395,1806453,2341041,250107,9311228,1852527,265413,220058,260581,5298634,2963777,3268371,1689812,677910,1120548,2014803,3172722,1403919,268108,381943,890077,589816,744756,561526,1360315,1111995,159688,1945351,554314,923707,934415,293009,1013617,3676156,223621,196004,1710773,597013,2661961,570683,2622638,1026689,1616878,618306,1045660,5731872,3778479,1324895,2623068,697767,1960211,10421351,1215746,1619288,6688421,1083912,775973,1239442,2024410,4443030,321364,688162,428758,2812820,1153466,,376043,3239552,1261818,392119,672226,818784,1258795,3995411
2025-10-14,643671,641612,857786,587714,688096,282683,1814713,2351751,251255,9353816,1860997,266631,221066,261771,5322868,2977329,3283323,1697540,681004,1125672,2024015,3187226,1410345,269340,383693,894151,592518,748158,564088,1366531,1117077,160416,1954241,556834,927935,938685,294353,1018251,3692970,224643,196900,1718599,599743,2674127,573287,2634636,1031379,1624270,621134,1050448,5758094,3795755,1330957,2635066,700959,1969171,10468993,1221304,1626694,6718997,1088868,779515,1245112,2033664,4463358,322834,691312,430718,2825672,1158744,,377765,3254364,1267586,393911,675306,822536,1264549,4013681
2025-10-15,641581,639522,854996,585804,685856,281763,1808813,2344101,250435,9323396,1854947,265761,220346,260921,5305558,2967649,3272643,1692020,678794,1122012,2017435,3176866,1405755,268460,382443,891241,590588,745728,562258,1362091,1113447,159896,1947891,555034,924915,935635,293393,1014941,3680960,223913,196260,1713009,597793,2665437,571427,2626066,1028029,1618990,619114,1047028,5739364,3783415,1326627,2626496,698679,1962771,10434963,1217334,1621404,6697157,1085328,776985,1241062,2027054,4448838,321784,689062,429318,2816492,1154974,,376535,3243784,1263466,392631,673106,819856,1260439,4000631
2025-10-16,642417,640358,856112,586568,686752,282131,1811173,2347161,250763,9335564,1857367,266109,220634,261261,5312482,2971521,3276915,1694228,679678,1123476,2020067,3181010,1407591,268812,382943,892405,591360,746700,562990,1363867,1114899,160104,1950431,555754,926123,936855,293777,1016265,3685764,224205,196516,1715245,598573,2668913,572171,2629494,1029369,1621102,619922,1048396,5746856,3788351,1328359,2629924,699591,1965331,10448575,1218922,1623520,6705893,1086744,777997,1242682,2029698,4454646,322204,689962,429878,2820164,1156482,,377027,3248016,1265114,393143,673986,820928,1262083,4005851
2025-10-17,640954,638895,854159,585231,685184,281487,1807043,2341806,250189,9314270,1853132,265500,220130,260666,5300365,2964745,3269439,1690364,678131,1120914,2015461,3173758,1404378,268196,382068,890368,590009,744999,561709,1360759,1112358,159740,1945986,554494,924009,934720,293105,1013948,3677357,223694,196068,1711332,597208,2662830,570869,2623495,1027024,1617406,618508,1046002,5733745,3779713,1325328,2623925,697995,1960851,10424754,1216143,1619817,6690605,1084266,776226,1239847,2025071,4444482,321469,688387,428898,2813738,1153843,,376166,3240603,1262230,392247,672446,819052,1259206,3996716
2025-10-20,643462,641403,857507,587523,687872,282891,1814123,2350986,251173,9359274,1860392,266544,220994,261686,5322337,2976361,3285255,1696988,680783,1126306,2023357,3187390,1409886,269252,383568,893860,592325,747915,563905,1366687,1116714,160364,1954406,556654,927633,939280,294257,1017920,3695169,224570,196836,1719640,599548,2673258,573101,2633779,1031044,1623742,620932,1050106,5756221,3796121,1331724,2634209,700731,1968531,10469490,1220907,1626165,6719913,1088514,779262,1244707,2033003,4461906,323029,691687,430578,2824754,1158367,,377642,3253311,1267174,393783,675686,822268,1264138,4012376
2025-10-21,655584,653525,873689,598601,700864,288227,1848343,2395356,255929,9535768,1895482,271590,225170,266616,5422735,3032505,3347199,1729004,693659,1147534,2061521,3247478,1436508,274356,390818,910738,603519,762009,574577,1392439,1137768,163380,1991236,567094,945149,956970,299825,1037118,3764827,228804,200548,1752062,610858,2723660,583889,2683485,1050474,1654366,632648,1069942,5864855,3867693,1356838,2683915,713955,2005709,10666922,1243933,1656847,6846643,1109046,793936,1268197,2071341,4546122,329119,704737,438698,2878056,1180233,,384776,3314733,1291070,401207,688446,837812,1287976,4088124
2025-10-22,652867,650808,870062,596118,697952,287031,1840673,2385411,254863,9496209,1887617,270459,224234,265511,5400232,3019921,3333315,1721828,690773,1142776,2052967,3234010,1430541,273212,389193,906955,601010,758850,572185,1386667,1133049,162704,1982981,564754,941223,953005,298577,1032815,3749214,227855,199716,1744795,608323,2712363,581471,2672344,1046119,1647502,630022,1065496,5840506,3851651,1351209,2672774,710991,1997376,10622670,1238772,1649970,6818238,1104444,790647,1262932,2062748,4527246,327754,701812,436878,2866109,1175332,,383177,3300966,1285714,399543,685586,834328,1282633,4071146
2025-10-23,656002,653943,874247,598983,701312,288411,1849523,2396886,256093,9541854,1896692,271764,225314,266786,5426197,3034441,3349335,1730108,694103,1148266,2062837,3249550,1437426,274532,391068,911320,603905,762495,574945,1393327,1138494,163484,1992506,567454,945753,957580,300017,1037780,3767229,228950,200676,1753180,611248,2725398,584261,2685199,1051144,1655422,633052,1070626,5868601,3870161,1357704,2685629,714411,2006991,10673730,1244727,1657905,6851013,1109754,794442,1269007,2072663,4549026,329329,705187,438978,2879894,1180987,,385022,3316851,1291894,401463,688886,838348,1288798,4090736
2025-10-24,657838,654779,876463,599747,702208,288779,1854383,2400946,256421,9554026,1899112,272112,225602,267126,5434621,3039413,3353607,1732316,694991,1149730,2065469,3253694,1439262,274884,391568,912484,604677,763467,576381,1395103,1140446,163692,1995046,568174,946961,958800,300401,1040304,3772033,229242,200932,1755416,612028,2728874,585005,2691727,1052984,1659734,634760,1071994,5882893,3875097,1359436,2689057,716323,2012055,10687346,1247915,1662121,6859753,1112470,795454,1270627,2075307,4560434,329749,706087,439538,2883570,1183895,,385514,3325187,1293542,402375,689766,839420,1290842,4100760
