date,dgx_shares,amgn_shares,bmy_shares,mck_shares,cvs_shares,crl_shares,solv_shares,mdt_shares,iqv_shares,isrg_shares,syk_shares,hca_shares,vrtx_shares,a_shares,mtd_shares,algn_shares,unh_shares,wst_shares,cor_shares,regn_shares,gild_shares,dhr_shares,tmo_shares,vtrs_shares,mrna_shares,tech_shares,jnj_shares,bdx_shares,coo_shares,incy_shares,wat_shares,gehc_shares,rvty_shares,mrk_shares,cnc_shares,uhs_shares,hum_shares,ew_shares,podd_shares,abt_shares,zts_shares,ste_shares,hsic_shares,rmd_shares,dxcm_shares,elv_shares,dva_shares,lly_shares,pfe_shares,abbv_shares,cah_shares,idxx_shares,biib_shares,ci_shares,lh_shares,bax_shares,bsx_shares,zbh_shares
2025-03-31,801220,3877691,14648214,904591,9100807,369144,997656,9255948,1207595,2574497,2478966,1290678,1853627,2059328,150960,506517,6642913,522717,1245817,759424,8995961,4619705,2760973,8615711,2444420,1141170,17378953,2072584,1440663,1159463,428596,3300880,878527,18259776,3579607,423819,870880,4257340,506315,12519858,3232282,709228,899948,1060184,2820247,1674041,317580,5687503,40906212,12742927,1743672,591104,1056574,1976287,602011,3685618,10638594,1437024
2025-04-01,801220,3877691,14648214,904591,9100807,369144,997656,9255948,1207595,2574497,2478966,1290678,1853627,2059328,150960,506517,6642913,522717,1245817,759424,8995961,4619705,2760973,8615711,2444420,1141170,17378953,2072584,1440663,1159463,428596,3300880,878527,18259776,3579607,423819,870880,4257340,506315,12519858,3232282,709228,899948,1060184,2820247,1674041,317580,5687503,40906212,12742927,1743672,591104,1056574,1976287,602011,3685618,10638594,1437024
2025-04-03,803196,3887285,14684432,906827,9123310,370054,1000126,9278832,1210585,2580867,2485101,1293875,1858216,2064424,151337,507765,6659336,524004,1248898,761296,9018204,4631132,2767798,8637018,2450465,1143991,17421922,2077706,1444225,1162336,429662,3309044,880698,18304925,3588460,424872,873038,4267870,507563,12550811,3240277,710983,902171,1062810,2827215,1678175,318360,5701569,41007364,12774439,1747988,592560,1059187,1981175,603497,3694731,10664905,1440573
2025-04-07,793108,3838263,14499186,895459,9008259,365424,987416,9161723,1195315,2548257,2453633,1277501,1834659,2038376,149436,501441,6575320,517473,1233145,751748,8904433,4572681,2732973,8528027,2419580,1129518,17202096,2051520,1426019,1147587,424204,3267312,869575,18073976,3543171,419483,861984,4214080,501239,12392510,3199442,701968,890872,1049372,2791519,1657121,314420,5629711,40489839,12613171,1725980,585132,1045818,1956231,595862,3648062,10530249,1422336
2025-04-16,788805,3817385,14420507,890527,8959276,363354,982126,9112050,1188785,2534467,2440401,1270575,1824816,2027324,148637,498665,6539645,514613,1226398,747575,8856070,4547941,2718107,8481736,2406365,1123391,17108697,2040415,1418225,1141436,421962,3249653,864798,17975796,3523969,417272,857338,4191179,498463,12325186,3182077,698183,885971,1043610,2776372,1648032,312660,5599078,40270102,12544814,1716588,581869,1040187,1945575,592697,3628240,10473123,1414682
2025-04-22,787122,3809267,14389834,888635,8940213,362584,980036,9092657,1186255,2529077,2435209,1267869,1820933,2023012,148318,497609,6525730,513513,1223791,745980,8837227,4538261,2712321,8463685,2401256,1121004,17072304,2036070,1415211,1139005,421060,3242734,862961,17937549,3516467,416381,855512,4182258,497407,12298962,3175301,696698,884090,1041388,2770465,1644523,312000,5587165,40184429,12518117,1712936,580626,1037976,1941439,591432,3620518,10450837,1411668
2025-04-23,787887,3812962,14403784,889495,8948878,362934,980986,9101472,1187405,2531527,2437569,1269099,1822698,2024972,148463,498089,6532055,514013,1224976,746705,8845792,4542661,2714951,8471890,2403586,1122089,17088854,2038045,1416581,1140110,421470,3245879,863796,17954939,3519877,416786,856342,4186313,497887,12310887,3178381,697373,884945,1042398,2773150,1646118,312300,5592580,40223384,12530252,1714596,581191,1038981,1943319,592007,3624028,10460967,1413038
2025-04-25,789723,3821830,14437264,891559,8969674,363774,983266,9122628,1190165,2537407,2443233,1272051,1826934,2029676,148811,499241,6547235,515213,1227820,748445,8866348,4553221,2721263,8491582,2409178,1124693,17128574,2042785,1419869,1142762,422454,3253427,865800,17996675,3528061,417758,858334,4196045,499039,12339507,3185773,698993,886997,1044822,2779594,1649946,313020,5605576,40316876,12559376,1718580,582547,1041393,1947831,593387,3632452,10485279,1416326
2025-04-28,789417,3820352,14431684,891215,8966208,363634,982886,9119102,1189705,2536427,2442289,1271559,1826228,2028892,148753,499049,6544705,515013,1227346,748155,8862922,4551461,2720211,8488300,2408246,1124259,17121954,2041995,1419321,1142320,422290,3252169,865466,17989719,3526697,417596,858002,4194423,498847,12334739,3184541,698723,886655,1044418,2778520,1649308,312900,5603410,40301294,12554522,1717916,582321,1040991,1947079,593157,3631048,10481227,1415778
2025-05-13,798597,3864692,14599084,901535,9070188,367834,994286,9224882,1203505,2565827,2470609,1286319,1847408,2052412,150493,504809,6620605,521013,1241566,756855,8965702,4604261,2751771,8586760,2436206,1137279,17320554,2065695,1435761,1155580,427210,3289909,875486,18198399,3567617,422456,867962,4243083,504607,12477785,3221501,706823,896915,1056538,2810740,1668448,316500,5668390,40768754,12700142,1737836,589101,1053051,1969639,600057,3673168,10602787,1432218
2025-05-14,798597,3864692,14599084,901535,9070188,367834,994286,9224882,1203505,2565827,2470609,1286319,1847408,2052412,150493,504809,6620605,521013,1241566,756855,8965702,4604261,2751771,8586760,2436206,1137279,17320554,2065695,1435761,1155580,427210,3289909,875486,18198399,3567617,422456,867962,4243083,504607,12477785,3221501,706823,896915,1056538,2810740,1668448,316500,5668390,40768754,12700142,1737836,589101,1053051,1969639,600057,3673168,10602787,1432218
2025-05-16,798597,3864692,14599084,901535,9070188,367834,994286,9224882,1203505,2565827,2470609,1286319,1847408,2052412,150493,504809,6620605,521013,1241566,756855,8965702,4604261,2751771,8586760,2436206,1137279,17320554,2065695,1435761,1155580,427210,3289909,875486,18198399,3567617,422456,867962,4243083,504607,12477785,3221501,706823,896915,1056538,2810740,1668448,316500,5668390,40768754,12700142,1737836,589101,1053051,1969639,600057,3673168,10602787,1432218
2025-05-19,798597,3864692,14599084,901535,9070188,367834,994286,9224882,1203505,2565827,2470609,1286319,1847408,2052412,150493,504809,6620605,521013,1241566,756855,8965702,4604261,2751771,8586760,2436206,1137279,17320554,2065695,1435761,1155580,427210,3289909,875486,18198399,3567617,422456,867962,4243083,504607,12477785,3221501,706823,896915,1056538,2810740,1668448,316500,5668390,40768754,12700142,1737836,589101,1053051,1969639,600057,3673168,10602787,1432218
2025-05-20,798597,3864692,14599084,901535,9070188,367834,994286,9224882,1203505,2565827,2470609,1286319,1847408,2052412,150493,504809,6620605,521013,1241566,756855,8965702,4604261,2751771,8586760,2436206,1137279,17320554,2065695,1435761,1155580,427210,3289909,875486,18198399,3567617,422456,867962,4243083,504607,12477785,3221501,706823,896915,1056538,2810740,1668448,316500,5668390,40768754,12700142,1737836,589101,1053051,1969639,600057,3673168,10602787,1432218
2025-05-21,794189,3843488,14518871,896643,9020451,365914,988846,9174165,1196925,2551782,2456973,1279263,1837200,2041156,149649,502048,6584216,518113,1234790,752735,8916485,4578937,2736635,8539635,2422830,1131023,17225496,2054375,1427892,1149224,424758,3271765,870774,18098516,3548021,420040,863186,4219743,501807,12409299,3203825,702963,892077,1050766,2795264,1659364,314835,5637397,40544995,12630377,1728284,585833,1047315,1958798,596717,3653052,10544602,1424254
2025-07-07,775375,3734963,14135746,869024,8786870,341174,961446,8908606,1141509,2489554,2389049,1203155,1783753,1980342,144367,473312,6301062,499043,1198176,721375,8640334,4424270,2622131,8152392,2363956,1088929,16712654,1990783,1389102,1115956,413402,3180520,818717,17441727,3456347,397202,838348,4074551,488781,12085024,3092447,682423,845421,1018500,2723630,1569346,288417,5463871,39490749,12269462,1657875,558639,1017784,1855642,581437,3564592,10276297,1374242
2025-07-08,775375,3734963,14135746,869024,8786870,341174,961446,8908606,1141509,2489554,2389049,1203155,1783753,1980342,144367,473312,6301062,499043,1198176,721375,8640334,4424270,2622131,8152392,2363956,1088929,16712654,1990783,1389102,1115956,413402,3180520,818717,17441727,3456347,397202,838348,4074551,488781,12085024,3092447,682423,845421,1018500,2723630,1569346,288417,5463871,39490749,12269462,1657875,558639,1017784,1855642,581437,3564592,10276297,1374242
2025-07-09,777685,3746078,14177821,871604,8813030,342194,964311,8935126,1144914,2496964,2396159,1206740,1789063,1986237,144802,474722,6319812,500528,1201746,723520,8666059,4437440,2629931,8176662,2370991,1092169,16762409,1996708,1393242,1119271,414632,3189985,821147,17493642,3466637,398387,840838,4086686,490236,12120994,3101657,684448,847941,1021530,2731745,1574011,289272,5480131,39608304,12305987,1662810,560304,1020814,1861162,583162,3575197,10306882,1378337
2025-07-10,776175,3738563,14149446,869924,8795370,341474,962346,8917306,1142709,2492054,2391449,1204355,1785453,1982242,144467,473712,6307162,499543,1199376,722075,8648734,4428570,2624631,8160392,2366256,1089929,16728954,1992683,1390402,1117056,413802,3183620,819517,17458727,3459747,397602,839148,4078451,489281,12096724,3095447,683123,846321,1019500,2726230,1570846,288717,5469171,39529149,12281462,1659475,559139,1018784,1857442,581937,3567992,10286297,1375542
2025-07-11,772941,3723002,14090541,866312,8758746,340046,958335,8880178,1137942,2481680,2381495,1199336,1778019,1973989,143858,471738,6280912,497464,1194378,719072,8612719,4410132,2613711,8126414,2356407,1085393,16659297,1984388,1384606,1112415,412080,3170369,816115,17386046,3445341,395943,835662,4061462,487244,12046366,3082553,680288,842793,1015258,2714869,1564315,287520,5446407,39364572,12230327,1652566,556808,1014542,1849714,579522,3553145,10243478,1369809
2025-07-14,764933,3684470,13944681,857368,8668058,336510,948403,8788242,1126138,2455992,2356847,1186908,1759611,1953553,142350,466850,6215912,492316,1182002,711636,8523539,4364476,2586671,8042278,2332019,1074161,16486813,1963848,1370254,1100923,407816,3137557,807691,17206074,3409669,391835,827030,4019394,482200,11921670,3050625,673268,834057,1004754,2686737,1548143,284556,5390039,38957048,12103707,1635458,551036,1004038,1830578,573542,3516381,10137450,1355613
2025-07-15,768937,3703736,14017611,861840,8713402,338278,953369,8834210,1132040,2468836,2369171,1193122,1768815,1963771,143104,469294,6248412,494890,1188190,715354,8568129,4387304,2600191,8084346,2344213,1079777,16573055,1974118,1377430,1106669,409948,3153963,811903,17296060,3427505,393889,831346,4040428,484722,11984018,3066589,676778,838425,1010006,2700803,1556229,286038,5418223,39160810,12167017,1644012,553922,1009290,1840146,576532,3534763,10190464,1362711
2025-07-16,755847,3640751,13779186,847220,8565162,332498,937134,8683930,1112745,2426846,2328881,1172807,1738725,1930366,140639,461304,6142162,486475,1167960,703199,8422354,4312674,2555991,7946816,2304348,1061417,16291110,1940543,1353970,1087884,402978,3100328,798133,17001875,3369195,387174,817236,3971663,476477,11780188,3014399,665303,824145,992836,2654818,1529794,281193,5326083,38494665,11960042,1616047,544487,992120,1808866,566757,3474668,10017149,1339506
2025-07-17,759543,3658559,13846578,851372,8607042,334130,941718,8726386,1118193,2438702,2340281,1178543,1747221,1939798,141335,463560,6172186,488851,1173672,706631,8463538,4333770,2568495,7985672,2315628,1066601,16370766,1950023,1360594,1093212,404946,3115496,802045,17085011,3385659,389070,821244,3991079,478805,11837788,3029135,668567,828177,997684,2667802,1537282,282561,5352123,38682921,12018530,1623943,547151,996968,1817722,569517,3491660,10066133,1346058
2025-07-18,759697,3659301,13849386,851545,8608787,334198,941909,8728155,1118420,2439196,2340756,1178782,1747575,1940191,141364,463654,6173437,488950,1173910,706774,8465254,4334649,2569016,7987291,2316098,1066817,16374085,1950418,1360870,1093434,405028,3116128,802208,17088475,3386345,389149,821411,3991888,478902,11840188,3029749,668703,828345,997886,2668343,1537594,282618,5353208,38690764,12020967,1624272,547262,997170,1818091,569632,3492368,10068174,1346331
2025-07-21,760005,3660785,13855002,851891,8612277,334334,942291,8731693,1118874,2440184,2341706,1179260,1748283,1940977,141422,463842,6175939,489148,1174386,707060,8468686,4336407,2570058,7990529,2317038,1067249,16380723,1951208,1361422,1093878,405192,3117392,802534,17095403,3387717,389307,821745,3993506,479096,11844988,3030977,668975,828681,998290,2669425,1538218,282732,5355378,38706450,12025841,1624930,547484,997574,1818829,569862,3493784,10072256,1346877
2025-07-22,760005,3660785,13855002,851891,8612277,334334,942291,8731693,1118874,2440184,2341706,1179260,1748283,1940977,141422,463842,6175939,489148,1174386,707060,8468686,4336407,2570058,7990529,2317038,1067249,16380723,1951208,1361422,1093878,405192,3117392,802534,17095403,3387717,389307,821745,3993506,479096,11844988,3030977,668975,828681,998290,2669425,1538218,282732,5355378,38706450,12025841,1624930,547484,997574,1818829,569862,3493784,10072256,1346877
2025-07-23,765549,3687497,13956090,858119,8675097,336782,949167,8795377,1127046,2458004,2358806,1187864,1761027,1955125,142466,467226,6221011,492712,1182954,712208,8530462,4368051,2588814,8048813,2333958,1075025,16500243,1965428,1371358,1101870,408144,3140144,808402,17220107,3412449,392151,827757,4022630,482588,11931388,3053081,673871,834729,1005562,2688901,1549450,284784,5394438,38988834,12113573,1636774,551480,1004846,1832113,574002,3519272,10145732,1356705
2025-07-24,769553,3706789,14029098,862617,8720493,338550,954133,8841397,1132948,2470874,2371156,1194078,1770231,1965343,143220,469670,6253563,495286,1189142,715926,8575078,4390905,2602360,8090933,2346178,1080641,16586563,1975698,1378534,1107642,410276,3156576,812640,17310197,3430311,394205,832099,4043664,485110,11993814,3069045,677407,839097,1010814,2702967,1557562,286266,5422648,39192804,12176935,1645328,554366,1010098,1841707,576992,3537680,10198798,1363803
2025-07-25,768167,3700111,14003826,861060,8704788,337938,952414,8825467,1130905,2466419,2366881,1191927,1767045,1961806,142959,468824,6242295,494395,1187000,714639,8559634,4382994,2597671,8076362,2341948,1078697,16556683,1972143,1376050,1105644,409538,3150888,811173,17279012,3424128,393494,830596,4036383,484237,11972205,3063519,676183,837585,1008996,2698098,1554754,285753,5412883,39122199,12155002,1642367,553367,1008280,1838386,575957,3531308,10180429,1361346
2025-07-28,764933,3684529,13944837,857427,8668122,336510,948403,8788276,1126138,2456024,2356906,1186908,1759590,1953532,142350,466850,6216003,492316,1182002,711636,8523577,4364535,2586730,8042342,2332078,1074161,16486921,1963827,1370254,1100982,407816,3137616,807750,17206226,3409701,391835,827089,4019373,482200,11921763,3050604,673327,834057,1004754,2686737,1548202,284556,5390077,38957370,12103804,1635458,551036,1004038,1830637,573521,3516440,10137547,1355613
2025-07-29,762315,3671915,13897084,854486,8638440,335354,945156,8758169,1122279,2447609,2348831,1182845,1753555,1946834,141857,465252,6194719,490633,1177956,709205,8494388,4349592,2577873,8014802,2324088,1070489,16430447,1957095,1365562,1097208,406422,3126872,804979,17147287,3398022,390492,824250,4005603,480551,11880929,3040149,671015,831201,1001320,2677540,1542898,283587,5371615,38823937,12062341,1629865,549149,1000604,1824364,571549,3504404,10102833,1350972
2025-07-30,765087,3685271,13947646,857600,8669868,336578,948594,8790047,1126365,2456519,2357381,1187147,1759945,1953926,142379,466944,6217255,492415,1182240,711779,8525294,4365414,2587251,8043962,2332548,1074377,16490243,1964223,1370530,1101204,407898,3138248,807913,17209693,3410388,391914,827256,4020183,482297,11924165,3051219,673463,834225,1004956,2687278,1548514,284613,5391163,38965219,12106243,1635805,551147,1004240,1831006,573637,3517148,10139589,1355886
2025-07-31,755385,3638525,13770616,846701,8559870,332294,936561,8678474,1112064,2425334,2327456,1172090,1737580,1929104,140552,461022,6138379,486178,1167246,702770,8417123,4310037,2554428,7941902,2302938,1060769,16280957,1939275,1353142,1087218,402732,3098432,797644,16991272,3367107,386937,816735,3969153,476186,11772839,3012474,664895,823641,992230,2653195,1528858,281022,5322745,38470732,11952586,1615015,544154,991514,1807759,566329,3472544,10010943,1338687
2025-08-01,756001,3641493,13781856,847393,8566858,332566,937325,8685558,1112972,2427314,2329356,1173046,1739000,1930680,140668,461398,6143387,486574,1168198,703342,8423991,4313553,2556512,7948382,2304818,1061633,16294245,1940859,1354246,1088106,403060,3100960,798296,17005140,3369855,387253,817403,3972393,476574,11782447,3014934,665439,824313,993038,2655359,1530106,281250,5327089,38502132,11962342,1616335,544598,992322,1809235,566793,3475380,10019115,1339779
2025-08-04,757849,3650397,13815576,849469,8587822,333382,939617,8706810,1115696,2433254,2335056,1175914,1743260,1935408,141016,462526,6158411,487762,1171054,705058,8444595,4324101,2562764,7967822,2310458,1064225,16334109,1945611,1357558,1090770,404044,3108544,800252,17046744,3378099,388201,819407,3982113,477738,11811271,3022314,667071,826329,995462,2661851,1533850,281934,5340121,38596320,11991610,1620295,545930,994746,1813663,568185,3483888,10043631,1343055
2025-08-05,757695,3649655,13812766,849296,8586076,333314,939426,8705039,1115469,2432759,2334581,1175675,1742905,1935014,140987,462432,6157159,487663,1170816,704915,8442878,4323222,2562243,7966202,2309988,1064009,16330787,1945215,1357282,1090548,403962,3107912,800089,17043277,3377412,388122,819240,3981303,477641,11808869,3021699,666935,826161,995260,2661310,1533538,281877,5339035,38588471,11989171,1619965,545819,994544,1813294,568069,3483180,10041588,1342782
2025-08-06,757233,3647429,13804336,848777,8580838,333110,938853,8699726,1114788,2431274,2333156,1174958,1741840,1933832,140900,462150,6153403,487366,1170102,704486,8437727,4320585,2560680,7961342,2308578,1063361,16320821,1944027,1356454,1089882,403716,3106016,799600,17032876,3375351,387885,818739,3978873,477350,11801663,3019854,666527,825657,994654,2659687,1532602,281706,5335777,38564924,11981854,1618975,545486,993938,1812187,567721,3481056,10035459,1341963
2025-08-07,752151,3622943,13711606,843068,8523187,330866,932550,8641283,1107297,2414939,2317481,1167071,1730125,1920830,139943,459048,6112087,484099,1162248,699767,8381066,4291578,2543487,7907882,2293068,1056233,16211195,1930959,1347346,1082556,401010,3085160,794221,16918465,3352680,385278,813228,3952143,474149,11722397,2999559,662039,820113,987988,2641834,1522306,279825,5299939,38305907,11901367,1608085,541823,987272,1800010,563893,3457659,9968040,1332954
2025-08-08,755061,3636673,13763856,846163,8555692,332186,936115,8674248,1111502,2424064,2326206,1171456,1736750,1928240,140578,460858,6135267,485884,1166718,702312,8413021,4307863,2553102,7937982,2301818,1060273,16272925,1938399,1352486,1086586,402440,3096840,797166,16982870,3365385,386763,816333,3967393,476004,11767027,3011084,664479,823233,991718,2651949,1528086,280880,5320129,38451757,11946652,1614235,543888,991002,1806745,566133,3470794,10005885,1338149
2025-08-11,755677,3639641,13775096,846855,8562680,332458,936879,8681332,1112410,2426044,2328106,1172412,1738170,1929816,140694,461234,6140275,486280,1167670,702884,8419889,4311379,2555186,7944462,2303698,1061137,16286213,1939983,1353590,1087474,402768,3099368,797818,16996738,3368133,387079,817001,3970633,476392,11776635,3013544,665023,823905,992526,2654113,1529334,281108,5324473,38483153,11956408,1615555,544332,991810,1808221,566597,3473630,10014057,1339241
2025-08-12,755677,3639641,13775096,846855,8562680,332458,936879,8681332,1112410,2426044,2328106,1172412,1738170,1929816,140694,461234,6140275,486280,1167670,702884,8419889,4311379,2555186,7944462,2303698,1061137,16286213,1939983,1353590,1087474,402768,3099368,797818,16996738,3368133,387079,817001,3970633,476392,11776635,3013544,665023,823905,992526,2654113,1529334,281108,5324473,38483153,11956408,1615555,544332,991810,1808221,566597,3473630,10014057,1339241
2025-08-13,750749,3615897,13685176,841319,8506776,330282,930767,8624660,1105146,2410204,2312906,1164764,1726810,1917208,139766,458226,6100211,483112,1160054,698308,8364945,4283251,2538514,7892622,2288658,1054225,16179909,1927311,1344758,1080370,400144,3079144,792602,16885794,3346149,384551,811657,3944713,473288,11699771,2993864,660671,818529,986062,2636801,1519350,279284,5289721,38231985,11878360,1604995,540780,985346,1796413,562885,3450942,9948681,1330505
2025-08-14,744435,3585475,13569966,834226,8435195,327494,922936,8552049,1095839,2389909,2293431,1154965,1712255,1901054,138577,454372,6048879,479053,1150296,692445,8294548,4247212,2517153,7826202,2269388,1045369,16043707,1911075,1333442,1071268,396782,3053232,785919,16743647,3317982,381312,804810,3911503,469311,11601289,2968649,655095,811641,977780,2614620,1506558,276947,5245195,37910176,11778361,1591465,536229,977064,1781284,558129,3421919,9864964,1319312
2025-08-15,744435,3585475,13569966,834226,8435195,327494,922936,8552049,1095839,2389909,2293431,1154965,1712255,1901054,138577,454372,6048879,479053,1150296,692445,8294548,4247212,2517153,7826202,2269388,1045369,16043707,1911075,1333442,1071268,396782,3053232,785919,16743647,3317982,381312,804810,3911503,469311,11601289,2968649,655095,811641,977780,2614620,1506558,276947,5245195,37910176,11778361,1591465,536229,977064,1781284,558129,3421919,9864964,1319312
2025-08-18,745913,3592969,13598336,836037,8452817,328170,982573,8569946,1098228,2394974,2298256,1157438,1715940,1905012,138880,455330,6061443,480046,1152662,693946,8311867,4256065,2522400,7842442,2274078,1047481,16077261,1915147,1336274,1073522,397656,3059556,787560,16778616,3324991,382165,806479,3919673,470290,11625503,2974854,656547,813317,979794,2620007,1509642,277446,5256197,37989419,11803034,1594875,537406,979078,1785067,559241,3428975,9885565,1322023
2025-08-19,747915,3602615,13634866,838286,8475528,329054,985212,8592969,1101179,2401409,2304431,1160545,1720555,1910134,139257,456552,6077732,481333,1155756,695805,8334201,4267492,2529173,7863515,2280188,1050289,16120447,1920295,1339862,1076408,398722,3067772,789679,16823687,3333922,383192,808650,3930203,471551,11656729,2982849,658315,815501,982420,2627040,1513698,278187,5270315,38091469,11834741,1599165,538849,981704,1789864,560749,3438192,9912124,1325572
2025-08-20,751149,3618197,13693876,841919,8512215,330482,989475,8630160,1105946,2411804,2314406,1165564,1728010,1918408,139866,458526,6104045,483412,1160754,698808,8370279,4285951,2540114,7897556,2290058,1054825,16190209,1928611,1345658,1081070,400444,3081044,793102,16896494,3348349,384851,812157,3947213,473588,11707171,2995764,661171,819029,986662,2638401,1520250,279384,5293121,38256319,11885960,1606095,541180,985946,1797613,563185,3453081,9955027,1331305
2025-08-21,752535,3624875,13719166,843476,8527938,331094,991302,8646099,1107989,2416259,2318681,1167715,1731205,1921954,140127,459372,6115322,484303,1162896,700095,8385741,4293862,2544803,7912145,2294288,1056769,16220107,1932175,1348142,1083068,401182,3086732,794569,16927697,3354532,385562,813660,3954503,474461,11728789,3001299,662395,820541,988480,2643270,1523058,279897,5302895,38326969,11907911,1609065,542179,987764,1800934,564229,3459462,9973414,1333762
2025-08-22,752689,3625617,13721976,843649,8529685,331162,991505,8647870,1108216,2416754,2319156,1167954,1731560,1922348,140156,459466,6116575,484402,1163134,700238,8387459,4294741,2545324,7913766,2294758,1056985,16223429,1932571,1348418,1083290,401264,3087364,794732,16931164,3355219,385641,813827,3955313,474558,11731191,3001914,662531,820709,988682,2643811,1523370,279954,5303981,38334819,11910350,1609395,542290,987966,1801303,564345,3460171,9975457,1334035
2025-08-25,754845,3636019,13761330,846071,8554143,332114,994347,8672664,1111394,2423684,2325806,1171300,1736530,1927864,140562,460782,6134117,485788,1166466,702240,8411511,4307061,2552618,7936460,2301338,1060023,16269951,1938115,1352282,1086398,402412,3096212,797014,16979716,3364837,386747,816165,3966653,475916,11764833,3010524,664435,823061,991524,2651399,1527738,280752,5319185,38444747,11944510,1614015,543844,990794,1806469,565969,3470097,10004059,1337857
2025-08-26,754845,3636019,13761330,846071,8554143,332114,994347,8672664,1111394,2423684,2325806,1171300,1736530,1927864,140562,460782,6134117,485788,1166466,702240,8411511,4307061,2552618,7936460,2301338,1060023,16269951,1938115,1352282,1086398,402412,3096212,797014,16979716,3364837,386747,816165,3966653,475916,11764833,3010524,664435,823061,991524,2651399,1527738,280752,5319185,38444747,11944510,1614015,543844,990794,1806469,565969,3470097,10004059,1337857
2025-08-27,757617,3649393,13811928,849185,8585589,333338,998001,8704542,1115480,2432594,2334356,1175602,1742920,1934956,141084,462474,6156671,487570,1170750,704814,8442435,4322901,2561996,7965638,2309798,1063929,16329765,1945243,1357250,1090394,403888,3107588,799948,17042140,3377203,388169,819171,3981233,477662,11808087,3021594,666883,826085,995178,2661155,1533354,281778,5338733,38586083,11988430,1619955,545842,994430,1813111,568057,3482859,10040833,1342771
2025-08-28,761005,3665739,13873792,852991,8624045,334834,1002467,8743526,1120474,2443484,2344806,1180860,1750730,1943624,141722,464542,6184259,489748,1175986,707982,8480253,4342261,2573480,8001322,2320138,1068703,16402915,1953955,1363322,1095278,405692,3121514,803534,17118480,3392339,389907,822845,3999075,479796,11860975,3035124,669875,829781,999644,2673079,1540218,283032,5362647,38758937,12042132,1627215,548284,998874,1821229,570609,3498457,10085823,1348777
2025-08-29,761005,3665739,13873792,852991,8624045,334834,1002467,8743526,1120474,2443484,2344806,1180860,1750730,1943624,141722,464542,6184259,489748,1175986,707982,8480253,4342261,2573480,8001322,2320138,1068703,16402915,1953955,1363322,1095278,405692,3121514,803534,17118480,3392339,389907,822845,3999075,479796,11860975,3035124,669875,829781,999644,2673079,1540218,283032,5362647,38758937,12042132,1627215,548284,998874,1821229,570609,3498457,10085823,1348777
