date,lkq_price,expe_price,grmn_price,azo_price,rl_price,nke_price,yum_price,dhi_price,tsco_price,rost_price,mhk_price,dpz_price,tjx_price,mgm_price,tpr_price,hlt_price,phm_price,sbux_price,wsm_price,dash_price,rcl_price,ulta_price,nvr_price,dri_price,has_price,gm_price,lvs_price,ebay_price,amzn_price,kmx_price,abnb_price,nclh_price,wynn_price,bkng_price,orly_price,len_price,low_price,cmg_price,mcd_price,f_price,deck_price,ccl_price,mar_price,tsla_price,pool_price,bby_price,gpc_price,hd_price,aptv_price,lulu_price,xly_calculated_price,cvna_price
2025-10-20,30.11,218.25,249.13,3968.57,333.00,67.62,148.16,153.76,55.29,157.45,128.24,422.94,143.33,31.87,116.34,261.04,123.27,84.53,189.83,265.37,302.84,523.72,7681.08,187.92,74.79,58.00,49.73,95.65,216.48,43.03,127.21,23.25,121.94,5141.88,100.97,125.85,242.27,41.63,307.77,11.99,100.19,28.86,260.00,447.43,294.07,81.01,131.81,388.89,83.40,172.43,235.89,
2025-10-21,30.58,226.14,251.34,4006.21,334.98,68.36,148.53,158.63,54.77,156.41,131.48,419.88,143.91,32.90,117.14,265.96,123.27,85.90,190.91,261.97,316.78,525.92,7792.13,187.49,74.83,66.62,50.62,94.98,222.03,44.70,128.56,23.92,121.13,5286.00,101.31,128.24,245.27,42.36,307.48,12.56,102.96,29.97,268.43,442.60,302.63,82.66,134.51,390.90,85.59,181.39,238.95,
2025-10-22,30.35,226.39,247.55,3997.26,332.12,69.08,147.38,158.21,54.83,156.05,128.30,424.82,143.06,32.68,115.33,275.06,120.21,85.50,187.99,252.31,317.98,519.33,7697.16,187.41,75.16,67.31,50.62,95.37,217.95,43.86,127.50,23.63,119.39,5230.59,101.21,127.14,243.53,41.61,310.11,12.43,100.89,30.00,272.07,438.97,297.59,81.37,132.86,388.97,84.48,178.29,236.94,
2025-10-23,30.62,215.65,250.17,3850.00,336.29,69.68,146.37,158.55,56.35,156.66,128.90,421.76,142.40,33.07,114.90,267.63,120.86,85.44,188.03,254.59,316.88,524.48,7679.41,186.46,77.94,66.85,56.89,95.52,221.09,43.12,127.35,23.48,125.40,5093.47,98.27,127.34,243.87,41.80,306.97,12.34,102.54,29.44,269.70,448.98,300.31,82.43,133.26,385.03,84.97,179.06,237.01,
2025-10-24,30.79,218.85,250.45,3805.56,335.67,69.11,143.36,157.95,56.28,156.75,119.90,414.86,141.91,32.81,114.71,267.77,120.53,86.09,189.09,258.15,316.45,517.66,7430.92,184.82,76.70,69.66,57.60,97.20,224.21,44.26,127.99,23.47,125.57,5146.16,97.27,127.57,242.71,41.19,305.79,13.84,86.94,29.40,271.32,433.72,293.75,83.26,130.93,386.68,86.19,178.17,236.44,
2025-10-27,31.48,222.50,251.42,3814.21,337.57,68.59,142.98,158.86,56.37,160.73,119.19,412.70,143.27,32.91,114.97,266.22,120.30,87.22,192.86,263.35,320.26,522.82,7438.33,183.63,78.09,69.38,59.44,98.01,226.97,45.08,129.07,23.51,125.44,5254.40,95.79,128.72,243.65,41.06,310.00,13.26,90.47,29.42,271.21,452.42,293.56,82.88,131.42,385.27,86.11,181.39,240.99,
2025-10-28,30.96,225.30,248.09,3803.00,331.20,67.43,141.09,153.75,55.49,160.70,118.76,410.97,144.03,31.95,113.11,260.90,120.74,85.43,199.63,261.42,292.95,518.79,7461.33,181.33,77.94,69.87,58.20,99.58,229.25,44.45,128.01,22.35,120.85,5120.57,96.30,128.22,244.07,40.26,306.40,13.13,87.61,27.86,265.46,460.55,286.95,83.86,131.66,385.75,86.64,179.98,240.84,
2025-10-29,30.04,219.76,219.61,3709.12,327.58,65.35,139.19,148.29,54.24,158.34,117.53,405.87,141.69,31.21,112.92,260.39,118.23,84.17,195.49,266.06,280.05,506.07,7333.31,182.41,77.96,69.13,58.78,99.54,230.30,42.46,126.48,22.22,120.87,5075.86,94.52,124.18,238.49,39.76,302.35,13.24,83.84,27.87,263.12,461.51,283.55,84.00,129.15,378.04,85.77,170.30,238.80,
2025-10-30,31.16,220.47,214.97,3705.63,322.88,64.90,139.06,149.29,54.12,158.07,115.59,403.96,142.29,30.72,111.37,260.18,119.04,83.15,198.28,254.07,284.53,509.66,7245.71,178.20,76.55,68.67,58.95,83.73,222.86,,126.34,22.22,119.77,5080.21,95.15,124.13,239.82,32.53,302.43,13.06,80.89,28.33,262.27,440.10,277.20,83.18,128.40,379.55,82.12,168.02,234.08,
2025-10-31,31.96,220.00,213.94,3674.43,319.66,64.59,138.21,149.08,54.11,158.92,113.64,398.46,140.14,32.03,109.82,256.96,119.87,80.87,194.34,254.37,286.83,519.88,7210.82,180.15,76.31,69.09,59.35,81.31,244.22,,126.54,22.42,118.99,5077.74,94.44,123.77,238.13,31.69,298.43,13.13,81.50,28.83,260.58,456.56,267.06,82.14,127.31,379.59,81.10,170.54,239.63,
2025-11-04,30.40,212.13,205.45,3675.90,309.29,61.23,149.55,145.59,53.05,162.23,110.65,406.88,142.05,31.87,106.39,258.64,119.64,79.60,193.99,239.93,257.38,516.66,7146.03,180.22,75.98,66.87,61.28,81.68,249.32,,122.35,18.79,121.34,4991.76,93.83,121.65,237.76,31.74,299.21,12.79,79.54,26.11,272.24,444.26,258.00,79.37,122.69,383.08,80.85,160.66,237.92,
2025-11-05,30.84,213.81,205.48,3661.81,316.90,62.11,149.39,145.27,53.92,162.23,110.49,400.41,143.70,32.01,109.31,264.46,119.46,82.88,198.96,238.00,256.63,521.82,7181.87,180.10,76.87,68.77,62.54,81.01,250.20,,122.50,18.61,125.19,4911.15,94.94,121.18,234.35,31.97,305.67,13.11,81.81,26.90,283.07,462.07,253.03,80.88,124.59,373.84,83.61,167.59,240.78,
2025-11-06,30.02,219.70,203.98,3673.66,315.04,61.89,147.61,145.22,53.10,160.23,106.88,401.46,143.77,31.72,98.81,265.27,118.93,82.22,191.87,196.46,253.57,509.85,7195.05,177.51,76.61,68.84,62.79,80.85,243.04,,120.53,18.24,122.54,4899.05,95.00,120.33,231.35,30.56,298.41,13.12,79.81,26.37,281.14,445.91,248.37,78.67,125.03,369.07,82.10,163.55,235.19,
2025-11-07,30.37,258.25,201.16,3718.26,324.68,61.09,149.12,144.77,54.27,161.08,108.69,410.18,144.61,32.66,103.68,273.32,119.76,85.57,196.95,204.31,256.01,517.79,7251.24,178.06,76.57,70.75,65.21,83.80,244.41,,120.88,19.07,126.14,4940.00,97.09,121.55,233.16,30.59,299.66,13.21,81.77,26.73,291.16,429.52,252.01,79.03,126.66,371.11,83.66,166.13,235.61,
2025-11-10,30.96,268.04,202.73,3728.09,334.71,60.80,148.26,144.57,55.46,161.92,108.08,407.59,146.72,32.85,106.08,274.54,120.17,84.60,194.65,204.08,264.98,516.56,7336.81,173.59,78.15,71.05,66.13,85.18,248.40,,120.20,19.04,128.88,4958.40,98.10,123.21,233.03,30.48,299.10,13.16,79.84,26.89,290.47,445.23,248.86,78.15,125.16,370.43,82.56,170.35,238.75,
2025-11-11,31.04,265.32,199.66,3756.24,333.78,63.15,150.75,146.99,55.94,162.73,108.85,409.23,146.16,32.87,102.04,273.61,121.22,86.42,191.49,200.63,263.55,522.83,7301.21,171.59,78.43,71.22,66.99,87.26,249.10,,122.53,18.82,126.07,5050.65,99.22,125.44,235.34,29.81,306.83,13.30,82.71,26.79,291.90,439.62,254.31,77.68,127.29,374.24,81.60,169.81,239.33,
2025-11-12,31.06,273.65,198.61,3788.70,340.21,64.20,149.37,146.03,55.98,162.85,109.83,403.76,147.63,33.17,103.98,274.80,120.63,87.26,191.89,196.51,263.43,535.40,7287.38,175.67,79.13,71.84,66.65,87.79,244.20,,121.69,18.94,125.02,5175.58,98.09,124.13,234.70,31.32,306.94,13.45,84.39,27.13,291.67,430.60,250.54,77.71,127.10,371.13,82.74,170.90,237.69,
2025-11-13,31.35,267.35,195.06,3819.29,332.77,66.03,149.73,143.40,56.18,161.83,107.94,408.68,146.40,32.82,100.76,269.89,118.42,86.44,186.47,195.21,255.76,533.87,7255.57,175.42,78.90,71.89,65.60,84.43,237.58,,121.19,18.56,123.01,5075.61,98.35,121.24,231.47,31.38,307.58,13.28,83.10,26.14,287.43,401.99,245.93,76.18,127.73,368.07,81.05,169.66,231.80,
2025-11-14,30.55,264.66,194.13,3856.87,331.48,64.17,149.02,142.43,55.42,160.58,106.96,410.16,146.08,32.47,101.41,269.67,118.37,84.78,182.24,206.96,252.87,529.34,7271.89,173.83,77.71,70.52,65.38,83.85,234.69,,122.02,18.29,120.73,5048.01,98.80,121.11,227.85,31.57,307.03,13.19,82.82,26.02,285.72,404.35,242.32,75.72,127.26,362.36,78.91,170.68,230.65,
2025-11-17,29.89,244.16,189.80,3855.26,324.10,62.90,148.03,137.76,53.68,159.41,103.98,404.63,145.18,31.39,101.74,266.05,113.88,83.69,181.32,210.65,246.71,509.57,7156.64,171.79,77.04,67.91,64.88,82.16,232.87,,117.60,17.53,118.14,4804.01,99.56,114.10,225.00,30.53,304.90,12.88,80.72,25.36,282.89,408.92,237.84,74.65,126.58,358.03,76.85,164.16,228.49,
2025-11-18,29.97,240.00,189.85,3827.89,328.26,62.49,148.82,138.45,53.53,159.90,104.09,403.34,145.58,31.41,103.28,267.94,113.49,83.33,180.75,212.08,251.42,507.37,7147.13,171.04,76.04,67.93,64.78,81.83,222.55,,115.42,17.84,120.29,4783.01,98.33,115.97,219.57,30.76,304.59,13.02,83.77,25.76,282.90,401.25,240.24,74.40,126.21,336.48,75.77,163.97,224.24,
2025-11-19,29.60,239.96,189.62,3808.55,330.88,62.64,148.32,137.53,52.54,160.45,104.61,399.67,145.81,31.10,104.41,267.01,113.76,83.68,174.62,202.32,256.00,497.41,7119.90,170.00,76.47,68.50,64.05,81.28,222.69,,114.44,17.78,118.32,4690.77,98.70,115.16,228.41,31.00,302.74,12.90,83.01,26.08,284.20,403.99,233.88,74.38,125.40,334.50,72.36,166.06,224.26,
2025-11-20,28.76,234.77,187.10,3849.81,326.96,61.43,149.21,137.32,52.64,160.50,103.68,397.21,148.07,30.76,102.18,264.32,114.35,82.62,172.55,187.73,252.72,496.44,7163.33,169.21,76.76,68.04,63.48,80.05,217.14,,111.54,17.50,117.14,4583.10,99.01,116.25,228.43,30.35,304.16,12.41,81.48,25.32,282.38,395.23,230.21,73.78,125.03,332.38,70.28,164.69,220.90,
2025-11-21,29.56,247.49,192.23,3897.88,339.88,62.80,152.98,146.71,52.92,174.00,109.93,407.40,151.43,32.55,105.24,274.48,120.32,85.35,177.93,189.63,264.09,515.58,7388.82,174.72,79.20,70.33,64.31,80.84,220.69,,114.26,18.20,119.60,4768.00,100.43,123.16,234.29,31.63,309.35,12.83,85.13,26.56,295.84,391.09,239.98,76.45,128.56,343.32,74.13,168.18,225.23,
2025-11-24,29.15,249.14,192.40,3851.52,349.98,61.93,151.08,146.08,53.03,174.13,109.53,402.67,148.86,32.38,105.69,274.33,119.28,83.34,173.73,188.08,255.57,514.59,7263.52,173.32,79.35,71.00,65.67,80.89,226.28,,114.41,17.75,123.24,4875.37,99.00,122.96,228.76,31.19,304.90,12.96,83.13,24.76,296.23,417.78,236.71,75.62,126.51,336.58,74.85,169.67,228.34,
2025-11-25,29.75,258.14,192.93,3948.07,364.50,63.68,154.00,154.53,54.42,176.50,114.42,417.62,152.39,34.14,107.68,284.73,125.71,85.91,179.58,195.49,266.41,521.02,7453.38,179.28,81.57,72.78,67.63,82.79,229.67,,118.56,18.35,127.47,4906.24,101.38,131.08,238.10,33.40,310.45,13.17,85.47,25.72,304.12,419.40,243.89,79.66,128.87,351.07,76.38,177.51,233.19,
2025-11-28,29.69,255.69,195.32,3954.33,367.33,64.63,153.21,159.01,54.78,176.36,115.90,419.63,151.92,35.29,109.28,285.03,127.19,87.11,180.01,198.37,266.25,538.83,7507.29,179.58,82.60,73.52,68.16,82.79,233.22,,116.99,18.46,128.68,4914.69,101.70,131.30,242.48,34.52,311.82,13.28,88.03,25.78,304.79,430.17,243.60,79.28,130.40,356.92,77.55,184.18,236.29,
2025-12-01,29.47,258.95,196.88,3946.99,365.88,65.39,150.64,157.37,53.66,177.50,115.45,423.85,151.13,35.44,112.10,283.04,127.18,84.91,182.44,205.58,266.60,547.64,7517.09,173.94,82.69,72.95,69.49,82.73,233.88,,118.80,18.57,132.77,4891.81,101.24,130.23,246.39,34.24,303.57,13.16,92.02,25.93,303.44,430.14,243.37,77.24,129.95,357.33,76.94,182.41,236.19,
2025-12-02,29.18,263.70,197.18,3826.77,355.89,64.93,147.62,158.46,53.22,177.57,114.59,424.64,150.02,35.34,109.26,281.18,126.55,85.20,178.06,216.98,265.08,548.05,7601.10,174.64,81.65,73.66,68.51,82.91,234.42,,118.50,18.43,133.09,5135.07,99.84,129.73,243.17,34.14,300.72,12.96,91.77,25.84,304.65,429.24,244.73,74.89,128.95,354.03,77.48,182.40,236.20,
2025-12-03,29.34,262.42,199.46,3822.92,358.15,65.65,148.52,165.00,54.07,178.00,115.21,431.69,150.06,35.54,111.92,280.24,130.33,87.11,178.34,222.48,265.77,544.52,7679.42,177.32,82.47,74.69,66.88,82.00,232.38,,120.13,18.83,131.53,5047.21,98.61,133.13,246.94,33.93,307.71,13.09,94.97,26.04,306.65,446.74,245.98,74.38,129.47,357.91,78.09,182.30,238.71,
2025-12-04,28.87,258.38,202.09,3840.50,356.97,65.69,145.86,160.73,54.38,177.09,111.96,427.07,150.30,35.39,115.06,273.45,127.89,85.00,176.66,221.19,259.27,533.95,7519.67,176.26,81.85,75.29,66.40,82.13,229.11,,120.82,18.80,125.72,5027.20,99.51,126.75,246.17,34.15,308.54,13.14,96.25,25.82,296.00,454.53,241.92,74.06,130.33,351.17,76.44,183.60,237.86,
2025-12-05,29.45,263.43,203.59,3822.66,368.42,65.86,144.96,158.62,54.08,177.87,110.69,416.55,153.28,36.07,116.30,272.25,126.99,85.12,179.36,225.00,257.66,601.50,7538.08,177.72,81.10,76.05,66.25,82.47,229.53,,124.32,18.92,125.51,5197.04,98.89,123.91,248.47,33.94,311.23,13.03,99.70,25.87,292.59,455.00,239.52,74.17,130.24,354.61,76.37,190.01,119.55,
2025-12-08,28.87,264.41,201.27,3766.96,356.44,63.54,142.53,152.43,53.34,178.19,108.70,418.47,153.72,35.32,117.27,269.82,124.88,83.41,179.45,225.43,252.41,589.30,7438.36,179.89,81.13,75.71,67.08,83.85,226.89,,122.01,19.11,127.13,5177.39,98.11,120.71,244.82,33.61,309.79,13.14,101.21,26.01,287.82,439.58,236.92,72.56,128.37,349.91,77.08,183.04,117.77,
2025-12-09,28.17,261.27,202.24,3496.77,355.53,63.33,143.04,149.35,52.35,177.02,106.56,417.19,153.68,35.89,118.21,269.25,123.04,82.28,180.48,229.99,248.32,602.97,7318.29,177.15,79.86,77.16,66.43,83.89,227.92,,125.39,18.72,124.22,5195.76,94.25,117.19,242.67,33.73,310.79,13.08,100.81,25.51,283.84,445.17,233.31,73.17,126.53,345.27,76.35,182.28,117.78,
2025-12-10,30.20,274.07,210.28,3421.13,357.70,65.79,143.89,155.27,52.86,181.82,111.70,418.88,155.67,37.20,117.73,271.23,127.90,83.85,187.10,220.30,260.38,600.65,7504.37,179.12,82.16,80.80,66.47,82.63,231.78,,127.57,19.24,123.60,5277.20,93.63,120.03,246.20,33.94,310.53,13.41,100.71,26.28,286.96,451.45,240.58,74.12,131.24,351.13,78.55,187.62,119.53,
2025-12-11,31.04,281.15,210.79,3469.10,367.62,67.74,148.12,155.20,51.81,183.13,112.66,433.67,155.58,37.44,123.49,278.18,127.57,84.74,189.28,224.52,279.70,593.41,7511.16,183.30,83.96,80.85,66.20,84.40,230.28,,128.00,20.55,124.85,5279.68,93.96,119.15,248.08,34.87,309.71,13.63,101.36,27.84,296.46,446.89,240.29,74.97,133.96,357.46,79.90,187.01,119.97,
2025-12-12,30.99,274.21,208.36,3445.71,370.22,67.47,151.06,156.45,51.97,182.09,112.49,431.73,156.14,37.40,123.21,280.24,126.43,85.35,187.59,227.49,278.86,601.59,7517.81,182.28,81.55,80.89,65.24,85.36,226.19,,128.39,20.86,123.66,5301.64,94.11,119.37,247.29,36.14,316.72,13.76,101.18,27.62,298.72,458.96,240.27,73.46,131.55,359.65,78.78,204.97,120.49,
2025-12-22,,289.29,205.80,3413.81,367.30,57.22,155.27,145.38,51.72,180.68,,427.89,156.58,37.55,128.97,292.55,119.11,86.17,191.09,234.89,300.73,612.95,7397.07,189.26,81.56,83.03,66.91,84.00,228.43,,136.95,24.27,125.98,5406.99,91.75,106.99,242.07,37.92,316.22,13.46,101.91,32.20,313.75,488.73,232.30,71.30,125.19,346.39,77.20,212.37,122.19,433.59
2025-12-23,,288.23,203.22,3463.61,362.74,57.34,154.53,144.47,51.08,180.61,,426.18,155.92,36.97,129.44,291.38,117.38,83.86,188.11,232.70,292.29,604.09,7338.05,187.00,81.41,82.75,66.20,84.05,232.14,,136.49,23.11,124.96,5439.27,92.07,104.74,242.15,37.79,310.84,13.29,100.68,31.66,314.07,485.56,230.55,69.58,123.86,344.97,76.36,212.68,122.08,437.35
2025-12-24,,286.57,205.00,3456.02,361.52,60.00,154.32,146.63,51.65,181.68,,425.43,157.29,37.09,130.20,293.30,119.35,84.57,189.47,232.06,294.12,608.52,7385.29,189.91,81.63,82.88,66.31,84.60,232.38,,136.78,23.17,125.02,5446.51,92.40,105.09,243.00,37.90,313.33,13.36,100.95,31.25,315.16,485.40,231.24,69.74,125.49,347.34,76.77,210.40,123.85,441.57
2025-12-26,,287.56,205.51,3448.70,358.11,60.93,153.24,146.32,51.39,181.14,,425.56,157.11,37.68,131.30,293.48,119.20,85.08,188.59,233.95,285.67,607.52,7382.16,188.37,82.56,83.06,66.20,85.21,232.52,,136.82,22.81,124.36,5440.14,92.25,104.90,244.49,37.81,310.68,13.31,103.09,30.70,315.58,475.19,232.49,69.61,125.90,349.78,76.91,208.97,121.93,438.47
2025-12-29,,286.82,205.60,3415.81,356.89,61.21,152.27,145.96,50.81,180.72,,421.25,156.47,37.16,130.34,292.36,118.69,85.57,187.14,231.01,282.69,604.64,7355.26,186.91,82.83,82.93,65.64,87.74,232.07,,136.62,22.41,122.27,5441.33,91.78,103.92,243.83,37.14,308.53,13.28,103.71,30.72,314.41,459.64,229.33,67.84,124.42,347.45,76.79,212.54,120.75,433.55
2025-12-30,,285.00,205.09,3398.85,358.66,61.19,152.18,145.53,50.36,181.45,,421.92,155.35,36.73,129.53,290.43,118.13,85.25,181.40,228.13,281.70,606.89,7327.20,184.95,82.67,82.33,65.10,87.10,232.53,,136.91,22.43,120.33,5427.15,91.47,103.89,243.18,37.04,308.03,13.23,105.03,30.82,313.94,454.43,231.07,67.83,124.03,346.35,76.90,210.67,120.26,429.55
2025-12-31,,283.31,202.85,3391.50,353.61,63.71,151.28,144.03,50.01,180.14,,416.82,153.61,36.49,127.77,287.25,117.26,84.21,178.59,226.48,278.92,605.01,7292.77,184.02,82.00,81.32,65.09,87.10,230.82,,135.72,22.32,120.33,5355.33,91.21,102.80,241.16,37.00,305.63,13.12,103.67,30.54,310.24,449.72,228.75,66.93,122.96,344.10,76.09,207.81,119.56,422.02
2026-01-02,,282.94,202.44,3303.82,362.53,63.28,150.49,145.72,50.83,182.74,,425.28,154.28,36.49,129.07,292.98,119.07,83.97,187.85,219.79,283.26,620.04,7278.87,187.21,82.97,80.98,65.21,87.06,226.50,,133.01,22.78,122.57,5323.20,90.34,104.22,246.89,37.49,303.26,13.34,106.79,30.92,313.41,438.07,229.71,69.18,124.00,345.82,78.44,210.81,118.29,400.25
2026-01-06,,299.21,209.35,3244.92,363.22,65.35,151.41,144.50,50.31,187.53,,406.50,153.92,35.74,133.18,293.28,121.15,89.46,197.00,229.38,297.75,650.06,7239.73,200.25,87.24,82.18,63.78,91.51,240.93,,138.02,23.80,120.53,5348.39,90.39,106.36,246.49,38.62,302.77,13.80,107.46,32.30,321.86,432.96,239.38,72.17,124.50,349.29,82.61,215.88,121.01,440.44
2026-01-07,,297.18,210.68,3318.08,360.94,63.22,150.49,139.31,49.89,186.99,,405.50,154.04,34.12,130.97,293.50,117.29,86.69,191.84,230.52,302.42,655.36,7146.45,199.77,87.02,81.91,61.43,90.15,241.56,,137.04,24.42,116.37,5445.72,90.85,103.93,247.12,38.87,304.16,13.74,103.04,32.11,319.26,431.41,237.01,68.83,122.56,349.06,82.15,211.72,120.81,450.78
2026-01-08,,301.31,213.46,3313.99,365.07,65.26,153.48,145.90,51.40,189.27,,406.58,158.25,35.15,133.52,298.33,123.16,88.18,197.81,224.10,304.33,657.46,7385.58,202.50,89.14,85.13,61.90,90.88,246.29,,138.66,24.37,118.27,5445.00,91.63,109.55,256.21,39.18,308.88,14.40,107.36,31.69,324.91,435.80,242.80,71.81,126.73,359.56,86.45,212.17,122.84,442.58
2026-01-09,,296.33,212.25,3421.17,369.81,65.92,155.52,157.28,51.51,191.44,,405.09,157.81,34.45,134.35,300.36,132.20,88.88,199.04,215.56,311.50,666.18,7581.67,202.36,86.72,82.87,58.95,90.91,247.38,,139.27,24.53,117.83,5492.11,93.80,119.25,267.21,40.11,307.32,14.20,103.76,32.13,328.18,445.01,252.28,70.61,128.34,374.64,88.67,203.90,124.33,463.09
2026-01-12,,291.53,211.49,3523.00,363.25,65.64,156.92,159.71,50.68,192.26,,415.95,157.10,34.82,133.70,300.40,133.23,89.96,206.26,214.87,301.13,661.49,7591.75,209.42,86.64,82.90,59.89,93.30,246.47,,138.51,24.34,116.84,5391.52,95.60,120.90,270.89,40.34,306.75,14.03,101.81,31.61,323.35,448.96,258.46,67.17,129.21,374.94,86.83,209.04,124.44,464.52
2026-01-13,,299.97,213.91,3505.75,366.11,66.30,156.36,160.85,51.76,193.23,,410.91,158.14,34.65,134.38,300.62,133.66,90.56,208.08,217.40,291.72,664.85,7673.32,206.55,86.87,83.24,59.88,94.37,242.60,,140.07,23.82,116.40,5314.71,94.63,123.32,274.25,39.41,309.44,13.98,101.71,30.99,322.96,447.20,261.98,67.48,131.97,379.74,88.25,211.90,124.12,468.55
2026-01-14,,290.76,211.52,3472.66,362.86,65.57,157.13,159.30,51.16,191.83,,407.38,155.13,34.41,133.17,300.13,130.73,91.15,206.65,213.13,279.33,663.85,7580.76,207.87,85.42,81.23,59.90,94.42,236.65,,132.79,23.09,116.88,5187.02,95.02,121.39,274.95,40.59,308.13,13.84,101.40,30.18,319.68,439.20,265.34,66.68,133.80,375.95,82.93,203.14,122.16,458.61
2026-01-15,,294.28,212.60,3465.45,369.15,64.59,161.05,161.00,50.73,193.79,,409.09,156.16,35.41,133.06,301.86,132.87,93.28,210.00,210.11,278.11,665.12,7623.01,214.33,86.89,80.91,60.61,96.07,238.18,,132.60,22.87,117.37,5193.06,93.64,122.25,277.01,40.36,308.62,13.81,103.07,29.44,325.79,438.57,267.61,68.14,136.16,379.16,82.61,205.01,122.62,460.88
2026-01-16,,285.11,211.80,3522.02,363.05,64.38,160.26,155.96,51.01,192.36,,400.28,157.38,34.98,130.69,300.85,130.23,92.99,211.51,205.32,276.01,663.48,7561.54,214.62,86.20,80.82,58.95,93.03,239.12,,130.66,22.01,114.33,5115.91,94.70,118.59,277.55,39.96,307.43,13.60,100.69,28.92,325.88,437.50,267.99,67.76,136.94,380.17,78.61,201.87,121.37,443.12
2026-01-20,,272.15,200.73,3573.98,360.22,63.63,153.20,153.19,50.97,189.69,,387.64,156.08,33.60,129.16,289.98,126.81,93.66,205.89,205.67,270.01,675.62,7536.28,208.88,85.13,77.81,58.54,90.70,231.00,,130.73,20.37,111.28,5027.00,95.24,115.16,268.40,39.00,302.84,13.28,97.98,28.02,313.84,419.25,260.69,65.83,131.97,375.11,77.17,188.76,119.03,442.29
2026-01-21,,271.56,204.57,3671.68,369.58,65.41,154.41,158.11,53.17,192.32,,398.92,155.85,33.90,132.24,296.46,129.97,96.43,215.54,206.48,277.77,683.45,7796.75,207.34,87.90,80.93,59.60,92.82,231.31,,133.59,20.87,114.13,5163.61,98.78,118.00,277.11,40.72,305.69,13.77,101.94,28.25,320.56,431.44,266.74,66.56,136.24,384.64,80.27,189.84,121.29,455.02
2026-01-22,,279.66,206.12,3698.63,363.80,65.46,153.53,155.74,53.40,187.01,,405.33,153.42,34.42,129.52,295.92,127.77,95.83,210.00,207.65,285.55,681.64,7762.31,205.16,88.75,81.14,59.94,93.88,234.34,,133.80,20.82,115.06,5150.90,98.88,114.71,274.95,40.54,306.03,13.71,101.62,28.49,321.67,449.36,266.82,67.06,136.84,381.03,77.53,194.66,122.55,478.45
2026-01-23,,271.14,206.17,3700.00,367.37,65.04,152.97,150.51,54.69,188.55,,411.50,153.24,34.03,130.04,298.11,125.16,97.62,204.50,207.23,286.11,686.12,7645.15,206.17,88.68,79.68,59.95,93.61,239.16,,132.15,20.93,113.55,5098.50,99.23,111.84,276.73,40.87,309.25,13.56,99.98,28.55,319.70,449.06,265.02,67.05,137.63,383.77,76.47,191.07,123.05,473.31
2026-01-26,,269.49,206.92,3786.03,360.32,64.99,152.82,150.00,55.56,187.57,,413.91,150.08,34.10,126.18,297.12,125.07,96.33,204.67,209.41,293.15,661.34,7664.48,196.43,89.41,79.43,60.88,94.42,238.42,,133.39,20.79,114.08,5107.28,100.24,110.58,277.91,39.72,312.95,13.44,101.30,28.67,316.70,435.20,266.10,66.75,139.18,386.53,77.04,192.79,122.22,473.71
2026-01-27,,266.74,204.80,3799.99,357.79,63.09,154.01,148.59,55.73,186.00,,413.87,148.01,33.48,127.54,296.17,123.88,95.72,208.25,207.36,290.58,651.30,7499.76,196.90,89.69,86.38,60.35,95.20,244.68,,132.22,20.86,113.77,5153.41,100.62,110.07,273.94,39.65,314.13,13.93,100.16,28.69,313.95,430.90,264.46,65.74,139.38,380.36,78.01,186.39,122.57,477.72
2026-01-28,,265.76,204.48,3782.14,352.99,62.24,153.88,150.17,55.14,186.04,,405.37,147.79,32.75,126.00,296.31,123.27,95.16,205.72,206.66,291.60,638.21,7626.08,196.50,89.88,84.90,61.26,95.17,243.01,,131.55,20.79,112.88,5085.22,101.37,110.79,269.42,39.16,312.80,13.82,97.62,28.72,312.07,431.46,258.48,65.56,140.02,375.30,77.81,180.35,121.70,410.04
2026-01-29,,272.77,204.65,3703.76,355.09,62.60,155.48,150.42,50.96,186.50,,407.08,147.47,33.34,127.33,299.28,127.26,93.88,205.66,207.68,345.98,631.10,7623.76,199.33,90.46,86.26,52.71,94.41,241.73,,131.77,22.92,108.91,5113.32,98.85,111.23,266.64,39.10,315.51,14.00,99.90,31.15,319.77,416.56,255.38,65.15,138.88,371.81,78.83,172.54,121.14,427.44
2026-01-30,,264.84,201.64,3704.29,353.41,61.81,155.50,148.84,50.88,188.65,,410.33,149.81,33.54,126.91,298.51,125.09,91.95,204.65,204.62,324.65,647.36,7635.73,199.35,89.31,84.00,52.73,91.22,239.30,,129.37,21.96,107.45,5001.84,98.41,109.35,267.06,38.87,315.00,13.88,119.34,30.02,315.30,430.41,254.09,65.10,138.99,374.59,75.75,174.50,121.06,401.11
