date,nxpi_shares,hpq_shares,amat_shares,ctsh_shares,klac_shares,cdw_shares,adbe_shares,crm_shares,mchp_shares,wday_shares,txn_shares,fico_shares,qcom_shares,ntap_shares,msft_shares,ffiv_shares,ftnt_shares,cohr_shares,acn_shares,jbl_shares,cien_shares,wdc_shares,it_shares,mu_shares,q_shares,now_shares,adi_shares,nvda_shares,app_shares,lite_shares,tyl_shares,crwd_shares,lrcx_shares,mpwr_shares,vrsn_shares,intu_shares,pltr_shares,msi_shares,panw_shares,avgo_shares,trmb_shares,swks_shares,gen_shares,fslr_shares,dell_shares,sndk_shares,zbra_shares,rop_shares,ter_shares,ibm_shares,glw_shares,gddy_shares,smci_shares,ptc_shares,tdy_shares,stx_shares,aapl_shares,intc_shares,epam_shares,anet_shares,ddog_shares,tel_shares,hpe_shares,adsk_shares,amd_shares,orcl_shares,akam_shares,cdns_shares,on_shares,keys_shares,aph_shares,snps_shares,csco_shares
2025-03-31,1982959,7316794,6340718,3858990,1036779,1039689,3396276,7466599,4196127,1669678,7102490,190509,8629078,1586195,22297990,449829,4963360,,4880066,854543,,2713717,599279,8692864,,1607220,3870700,73457083,,,333973,1921702,10015191,373154,634771,2183907,15992769,1303901,5165708,15216858,1917723,1254086,4231400,835238,2433909,,400817,836645,1270613,7214159,6014642,1101742,3928957,938756,363534,1651739,45058304,33782844,442541,8059546,,2327770,10247318,1677426,12643081,12656742,1172131,2139857,3287911,1348979,9448936,1206029,31073716
2025-04-01,1982959,7316794,6340718,3858990,1036779,1039689,3396276,7466599,4196127,1669678,7102490,190509,8629078,1586195,22297990,449829,4963360,,4880066,854543,,2713717,599279,8692864,,1607220,3870700,73457083,,,333973,1921702,10015191,373154,634771,2183907,15992769,1303901,5165708,15216858,1917723,1254086,4231400,835238,2433909,,400817,836645,1270613,7214159,6014642,1101742,3928957,938756,363534,1651739,45058304,33782844,442541,8059546,,2327770,10247318,1677426,12643081,12656742,1172131,2139857,3287911,1348979,9448936,1206029,31073716
2025-04-03,1979212,7303093,6328958,3851817,1034908,1037818,3389978,7452686,4188252,1666581,7089231,190206,8613034,1583280,22256559,448993,4954086,,4870961,852962,,2708736,598231,8676690,,1604253,3863401,73320356,,,333271,1918185,9996548,372374,633545,2179844,15963020,1301471,5156105,15188534,1914106,1251760,4223547,833696,2429413,,400085,835090,1268261,7200666,6003458,1099641,3921741,936993,362880,1648681,44974467,33719989,441718,8044585,,2323408,10228181,1674316,12619539,12633174,1169874,2135785,3281834,1346558,9431376,1203807,31015829
2025-04-07,1967728,7260721,6292238,3829461,1028896,1031806,3370286,7409450,4163952,1656897,7048083,189090,8563030,1574100,22127391,446401,4925322,,4842701,847994,,2693004,594775,8626326,,1594929,3840973,72894836,,,331327,1907061,9938516,370214,629873,2167208,15870392,1293911,5126189,15100370,1902982,1244488,4199031,828872,2415301,,397745,830230,1260917,7158870,5968610,1093269,3898989,931557,360756,1639105,44713467,33524293,439162,7997893,,2309908,10168817,1664596,12546315,12559842,1163070,2123401,3262790,1338746,9376656,1196823,30835829
2025-04-16,1974608,7286099,6314176,3842881,1032436,1035346,3382126,7435308,4178452,1662677,7072743,189710,8592910,1579500,22204589,447941,4942502,,4859601,851054,,2702344,596795,8656406,,1600509,3854433,73149288,,,332507,1913641,9973256,371514,632113,2174766,15925790,1298411,5144109,15153050,1909662,1248828,4213651,831752,2423741,,399245,833130,1265335,7183890,5989470,1097109,3912529,934877,362036,1644825,44869481,33641389,440682,8025733,,2318008,10204297,1670396,12590033,12603682,1167150,2130881,3274170,1343386,9409294,1201003,30943505
2025-04-22,1976522,7293167,6320302,3846607,1033438,1036348,3385408,7442520,4182502,1664291,7079601,189896,8601244,1581030,22226123,448373,4947296,,4864311,851882,,2704966,597371,8664800,,1602063,3858171,73220227,,,332831,1915495,9982928,371874,632725,2176878,15941234,1299671,5149095,15167744,1911516,1250040,4217737,832556,2426093,,399635,833940,1266565,7190856,5995278,1098171,3916321,935783,362390,1646421,44912993,33674017,441108,8033515,,2320258,10214191,1672016,12602243,12615904,1168284,2132945,3277344,1344688,9418420,1202167,30973520
2025-04-23,1978117,7299057,6325407,3849712,1034273,1037183,3388143,7448530,4185877,1665636,7085316,190051,8608189,1582305,22244068,448733,4951291,,4868236,852572,,2707151,597851,8671795,,1603358,3861286,73279347,,,333101,1917040,9990988,372174,633235,2178638,15954104,1300721,5153250,15179989,1913061,1251050,4221142,833226,2428053,,399960,834615,1267590,7196661,6000118,1099056,3919481,936538,362685,1647751,44949258,33701207,441463,8040000,,2322133,10222436,1673366,12612418,12626089,1169229,2134665,3279989,1345773,9426025,1203137,30998530
2025-04-25,1976203,7291989,6319281,3845986,1033271,1036181,3384861,7441318,4181827,1664022,7078458,189865,8599855,1580775,22222534,448301,4946497,,4863526,851744,,2704529,597275,8663401,,1601804,3857548,73208403,,,332777,1915186,9981316,371814,632623,2176526,15938660,1299461,5148264,15165295,1911207,1249838,4217056,832422,2425701,,399570,833805,1266360,7189695,5994310,1097994,3915689,935632,362331,1646155,44905740,33668579,441037,8032218,,2319883,10212542,1671746,12600208,12613867,1168095,2132601,3276815,1344471,9416899,1201973,30968518
2025-04-28,1973651,7282565,6311113,3841018,1031935,1034845,3380485,7431702,4176427,1661870,7069314,189617,8588743,1578735,22193822,447725,4940105,,4857246,850640,,2701033,596507,8652209,,1599732,3852564,73113811,,,332345,1912714,9968420,371334,631807,2173710,15918068,1297781,5141616,15145703,1908735,1248222,4211608,831350,2422565,,399050,832725,1264720,7180407,5986566,1096578,3910633,934424,361859,1644027,44847724,33625075,440469,8021842,,2316883,10199350,1669586,12583928,12597571,1166583,2129849,3272583,1342735,9404731,1200421,30928502
2025-05-13,1967271,7259005,6290693,3828598,1028595,1031505,3369545,7407662,4162927,1656490,7046454,188997,8560963,1573635,22122015,446285,4924125,,4841519,847880,,2692293,594587,8624229,,1594552,3840104,72877297,,,331265,1906534,9936180,370134,629767,2166670,15866561,1293581,5124969,15096696,1902555,1244182,4197988,828670,2414725,,397750,830025,1260620,7157187,5967206,1093038,3897993,931404,360679,1638707,44702635,33516315,439049,7995902,,2309383,10166343,1664186,12543228,12556831,1162803,2122969,3262003,1338395,9374311,1196541,30828462
2025-05-14,1967271,7259005,6290693,3828598,1028595,1031505,3369545,7407662,4162927,1656490,7046454,188997,8560963,1573635,22122015,446285,4924125,,4841519,847880,,2692293,594587,8624229,,1594552,3840104,72877297,,,331265,1906534,9936180,370134,629767,2166670,15866561,1293581,5124969,15096696,1902555,1244182,4197988,828670,2414725,,397750,830025,1260620,7157187,5967206,1093038,3897993,931404,360679,1638707,44702635,33516315,439049,7995902,,2309383,10166343,1664186,12543228,12556831,1162803,2122969,3262003,1338395,9374311,1196541,30828462
2025-05-16,1967271,7259005,6290693,3828598,1028595,1031505,3369545,7407662,4162927,1656490,7046454,188997,8560963,1573635,22122015,446285,4924125,,4841519,847880,,2692293,594587,8624229,,1594552,3840104,72877297,,,331265,1906534,9936180,370134,629767,2166670,15866561,1293581,5124969,15096696,1902555,1244182,4197988,828670,2414725,,397750,830025,1260620,7157187,5967206,1093038,3897993,931404,360679,1638707,44702635,33516315,439049,7995902,,2309383,10166343,1664186,12543228,12556831,1162803,2122969,3262003,1338395,9374311,1196541,30828462
2025-05-19,1967271,7259005,6290693,3828598,1028595,1031505,3369545,7407662,4162927,1656490,7046454,188997,8560963,1573635,22122015,446285,4924125,,4841519,847880,,2692293,594587,8624229,,1594552,3840104,72877297,,,331265,1906534,9936180,370134,629767,2166670,15866561,1293581,5124969,15096696,1902555,1244182,4197988,828670,2414725,,397750,830025,1260620,7157187,5967206,1093038,3897993,931404,360679,1638707,44702635,33516315,439049,7995902,,2309383,10166343,1664186,12543228,12556831,1162803,2122969,3262003,1338395,9374311,1196541,30828462
2025-05-20,1967271,7259005,6290693,3828598,1028595,1031505,3369545,7407662,4162927,1656490,7046454,188997,8560963,1573635,22122015,446285,4924125,,4841519,847880,,2692293,594587,8624229,,1594552,3840104,72877297,,,331265,1906534,9936180,370134,629767,2166670,15866561,1293581,5124969,15096696,1902555,1244182,4197988,828670,2414725,,397750,830025,1260620,7157187,5967206,1093038,3897993,931404,360679,1638707,44702635,33516315,439049,7995902,,2309383,10166343,1664186,12543228,12556831,1162803,2122969,3262003,1338395,9374311,1196541,30828462
2025-05-21,1977384,7296115,6322860,3848169,1033904,1036814,3386714,7445520,4184287,1664953,7082450,189934,8604795,1581717,22235179,448529,4949298,,4866241,852206,,2706092,597608,8668337,,1602745,3859725,73250212,,,333023,1916281,9986939,372054,632921,2177774,15947698,1300251,5151233,15173950,1912298,1250536,4219479,832917,2427109,,399705,834270,1267055,7193769,5997771,1098617,3917892,936081,362572,1647089,44931373,33687706,441266,8036856,,2321208,10218397,1672676,12607405,12621069,1168806,2133792,3278690,1345254,9422307,1202579,30986184
2025-07-07,2017658,7528944,6488643,3936909,1056182,1051655,3403843,7662971,4295314,1730154,7255579,194388,8762806,1624572,22747844,458728,5073783,,4999810,857296,,2786354,614706,8925610,,1653243,3961113,74639880,,,344349,1989276,10215779,382384,644989,2232783,16988478,1333142,5287915,14390594,1905486,1199092,4359114,856497,2392613,,406164,858711,1281223,7422779,6156203,1138020,4099169,957905,374278,1694935,45712187,34837450,452531,8225004,,2368399,10491019,1708646,12949445,12989830,1167728,2180722,3337508,1380173,9660586,1234916,31772950
2025-07-08,2017658,7528944,6488643,3936909,1056182,1051655,3403843,7662971,4295314,1730154,7255579,194388,8762806,1624572,22747844,458728,5073783,,4999810,857296,,2786354,614706,8925610,,1653243,3961113,74639880,,,344349,1989276,10215779,382384,644989,2232783,16988478,1333142,5287915,14390594,1905486,1199092,4359114,856497,2392613,,406164,858711,1281223,7422779,6156203,1138020,4099169,957905,374278,1694935,45712187,34837450,452531,8225004,,2368399,10491019,1708646,12949445,12989830,1167728,2180722,3337508,1380173,9660586,1234916,31772950
2025-07-09,2017529,7528463,6488177,3936616,1056085,1051649,3403685,7662379,4295025,1730020,7255102,194367,8762180,1624485,22746217,458685,5073501,,4999429,857220,,2786123,614679,8924909,,1653092,3960847,74634716,,,344435,1989111,10215023,382324,644907,2232560,16987361,1333041,5287539,14389678,1905395,1198902,4358815,856412,2392515,,406140,858635,1281150,7422145,6155869,1137940,4098901,957864,374209,1694747,45708948,34835031,452479,8224413,1475700,2368274,10490250,1708576,12948577,12988916,1167593,2180527,3337260,1380035,9659938,1234771,31770775
2025-07-10,2011430,7505694,6468552,3924754,1052878,1048463,3393387,7639269,4282087,1724887,7233236,193816,8735716,1619588,22677685,457273,5058180,,4984339,854685,,2777783,612842,8897999,,1648111,3948901,74409568,,,343401,1983117,10184250,381264,642965,2225847,16936118,1329010,5271604,14346245,1899574,1195333,4345667,853877,2385277,,404896,855979,1277308,7399833,6137257,1134460,4086614,954993,373070,1689619,45571149,34729989,451088,8199634,1475286,2361120,10458653,1703406,12909532,12949745,1164129,2173903,3327193,1375957,9630692,1231076,31674897
2025-07-11,2009516,7498560,6462402,3921022,1051876,1047467,3390159,7632009,4278019,1723249,7226360,193630,8727412,1618046,22656133,456841,5053374,,4979599,853875,,2775143,612260,8889539,,1646545,3945145,74338840,,,343077,1981233,10174572,380904,642353,2223729,16920020,1327744,5266594,14332607,1897768,1194199,4341539,853067,2383009,,404512,855163,1276096,7392801,6131425,1133380,4082732,954087,372716,1688011,45527835,34696977,450662,8191840,1473882,2358876,10448711,1701786,12897262,12937439,1163025,2171839,3324031,1374649,9621536,1229906,31644789
2025-07-14,2012568,7509972,6472302,3926998,1053512,1049095,3395263,7643589,4284543,1725833,7237328,193878,8740684,1620502,22690477,457517,5061082,,4987219,855155,,2779263,613136,8903019,,1649033,3951153,74451560,,,343509,1984245,10189984,381384,643369,2227153,16945684,1329732,5274574,14354391,1900676,1196011,4348151,854347,2386633,,405124,856551,1278012,7403977,6140701,1135120,4088916,955595,373288,1690655,45596903,34749601,451330,8204232,1476154,2362468,10464567,1704346,12916822,12957055,1164697,2175191,3329047,1376693,9636144,1231766,31692841
2025-07-15,2010973,7504027,6467177,3923888,1052677,1048265,3392573,7637539,4281153,1724468,7231598,193723,8733764,1619217,22672512,457157,5057077,,4983269,854480,,2777063,612651,8895969,,1647728,3948023,74392610,,,343239,1982675,10181914,381084,642859,2225388,16932269,1328677,5270399,14343026,1899171,1195066,4344706,853672,2384743,,404804,855871,1277002,7398117,6135841,1134220,4085681,954840,372993,1689315,45560798,34722086,450975,8197737,1474984,2360598,10456282,1702996,12906597,12946795,1163777,2173471,3326412,1375603,9628514,1230791,31667746
2025-07-16,2012568,7509972,6472302,3926998,1053512,1049095,3395263,7643589,4284543,1725833,7237328,193878,8740684,1620502,22690477,457517,5061082,,4987219,855155,,2779263,613136,8903019,,1649033,3951153,74451560,,,343509,1984245,10189984,381384,643369,2227153,16945684,1329732,5274574,14354391,1900676,1196011,4348151,854347,2386633,,405124,856551,1278012,7403977,6140701,1135120,4088916,955595,373288,1690655,45596903,34749601,451330,8204232,1476154,2362468,10464567,1704346,12916822,12957055,1164697,2175191,3329047,1376693,9636144,1231766,31692841
2025-07-17,2022457,7546831,6504077,3946280,1058689,1054241,3411941,7681099,4305561,1734296,7272854,194839,8783588,1628469,22801860,459749,5085913,,5011709,859340,,2792903,616143,8946729,,1657124,3970559,74817050,,,345183,1993979,10240018,383244,646531,2238096,17028857,1336273,5300459,14424854,1910007,1201870,4369510,858532,2398351,,407108,860767,1284274,7440309,6170833,1140700,4108973,960276,375117,1698963,45820754,34920194,453531,8244501,1483408,2374062,10515934,1712716,12980217,13020667,1170401,2185855,3345384,1383451,9683450,1237811,31848430
2025-07-18,2024314,7553998,6510252,3950046,1059690,1055239,3415255,7688429,4309595,1735915,7279692,195032,8791940,1629940,22823539,460165,5090716,,5016479,860145,,2795623,616734,8955259,,1658707,3974337,74888320,,,345545,1995921,10249760,383624,647137,2240155,17045106,1337506,5305564,14438573,1911810,1203037,4373577,859337,2400585,,407500,861575,1285480,7447425,6176749,1141740,4112914,961129,375494,1700567,45864317,34953403,453944,8252398,1484810,2376284,10525905,1714426,12992552,13033023,1171553,2187887,3348565,1384805,9692728,1240296,31878687
2025-07-21,2025590,7558762,6514360,3952538,1060358,1055903,3417411,7693277,4312315,1737011,7284284,195156,8797484,1630968,22837935,460457,5093928,,5019643,860689,,2797387,617122,8960907,,1659755,3976845,74935560,,,345761,1997181,10256224,383868,647545,2241567,17055858,1338350,5308912,14447681,1913014,1203797,4376337,859881,2402101,,407756,862119,1286292,7452121,6180645,1142460,4115510,961737,375730,1701639,45893249,34975451,454232,8257602,1485746,2377784,10532545,1715506,13000748,13041243,1172293,2189267,3350677,1385677,9698840,1479277,31898795
2025-07-22,2025757,7559425,6514871,3952777,1060389,1055941,3417638,7693893,4312655,1737193,7284848,195239,8798182,1631169,22839742,460546,5094307,,5020006,860737,,2797600,617143,8961623,,1659921,3977156,74941397,,,345783,1997276,10257012,383941,647531,2241796,17057142,1338473,5309253,14448742,1913207,1203867,4376707,859929,2402248,,407808,862167,1286371,7452703,6181127,1142600,4115767,961873,375717,1701763,45896818,34978167,454328,8258295,1485808,2377959,10533425,1715616,13001805,13042258,1172398,2189452,3350981,1385751,9699544,1483139,31901306
2025-07-23,2027990,7567762,6522060,3957138,1061558,1057103,3421411,7702377,4317415,1739111,7292884,195456,8807884,1632968,22864935,461057,5099928,,5025543,861689,,2800687,617822,8971507,,1661755,3981545,75024060,,,346161,1999481,10268324,384368,648245,2244267,17075958,1339950,5315112,14464681,1915314,1205197,4381537,860881,2404901,,408256,863119,1287792,7460921,6187945,1143860,4120310,962937,376130,1703639,45947449,35016751,454832,8267402,1487446,2380584,10545045,1717506,13016148,13056643,1173693,2191867,3354677,1387277,9710240,1484777,31936495
2025-07-24,2028628,7570144,6524114,3958384,1061892,1057435,3422489,7704801,4318775,1739659,7295180,195518,8810656,1633482,22872133,461203,5101534,,5027125,861961,,2801569,618016,8974331,,1662279,3982799,75047680,,,346269,2000111,10271556,384490,648449,2244973,17081334,1340372,5316786,14469235,1915916,1205577,4382917,861153,2405659,,408384,863391,1288198,7463269,6189893,1144220,4121608,963241,376248,1704175,45961915,35027775,454976,8270004,1487914,2381334,10548365,1718046,13020246,13060753,1174063,2192557,3355733,1387713,9713298,1485244,31946549
2025-07-25,2032456,7584436,6536438,3965860,1063896,1059427,3428957,7719345,4326935,1742947,7308956,195890,8827288,1636566,22915321,462079,5111170,,5036617,863593,,2806861,619180,8991275,,1665423,3990323,75189400,,,346917,2003891,10290948,385222,649673,2249209,17113590,1342904,5326830,14496559,1919528,1207857,4391197,862785,2410207,,409152,865023,1290634,7477357,6201581,1146380,4129396,965065,376956,1707391,46048711,35093919,455840,8285616,1490722,2385834,10568285,1721286,13044834,13085413,1176283,2196697,3362069,1390329,9731634,1488052,32006873
2025-07-28,2034051,7590391,6541573,3968975,1064731,1060257,3431652,7725405,4330335,1744317,7314696,196045,8834218,1637851,22933316,462444,5115185,,5040572,864273,,2809066,619665,8998335,,1666733,3993458,75248442,,,347187,2005466,10299028,385527,650183,2250974,17127030,1343959,5331015,14507944,1921033,1208807,4394647,863465,2412102,,409472,865703,1291649,7483227,6206451,1147280,4132641,965825,377251,1708731,46084876,35121479,456200,8292121,1491892,2387709,10576585,1722636,13055079,13095688,1177208,2198422,3364709,1391419,9739274,1489222,32032008
2025-07-29,2039155,7609447,6558005,3978943,1067403,1062913,3440276,7744797,4341215,1748701,7333064,196541,8856394,1641963,22990900,463612,5128033,,5053228,866449,,2816122,621217,9020927,,1670925,4003490,75437386,,,348051,2010506,10324884,386503,651815,2256622,17170038,1347335,5344407,14544376,1925849,1211847,4405687,865641,2418166,,410496,867879,1294897,7502011,6222035,1150160,4143025,968257,378195,1713019,46200604,35209671,457352,8312937,1495636,2393709,10603145,1726956,13087863,13128568,1180168,2203942,3373157,1394907,9763722,1492966,32112440
2025-07-30,2033094,7586818,6538492,3967106,1064230,1059759,3430035,7721769,4328295,1743495,7311252,195952,8830060,1637080,22922519,462225,5112776,,5038199,863865,,2807743,619374,8994099,,1665947,3991577,75213015,,,347025,2004521,10294180,385344,676577,2249915,17118966,1343326,5328504,14501113,1920130,1208237,4392577,863057,2410965,,409280,865295,1291040,7479705,6203529,1146740,4130694,965369,377074,1707927,46063177,35104943,455984,8288218,1491190,2386584,10571605,1721826,13048932,13089523,1176653,2197387,3363125,1390765,9734690,1488520,32016927
2025-07-31,2034689,7592773,6543627,3970221,1065065,1060589,3432730,7727829,4331695,1744865,7316992,196107,8836990,1638365,22940514,462590,5116791,,5042154,864545,,2809948,619859,9001159,,1667257,3994712,75272055,,,347295,2006096,10302260,385644,677107,2251680,17132406,1344381,5332689,14512498,1921635,1209187,4396027,863737,2412860,,409600,865975,1292055,7485575,6208399,1147640,4133939,966129,377369,1709267,46099337,35132498,456344,8294723,1492360,2388459,10579905,1723176,13059177,13099798,1177578,2199112,3365765,1391855,9742330,1489690,32042062
2025-08-01,2039474,7610638,6559032,3979566,1067570,1063079,3440815,7746009,4341895,1748975,7334212,196572,8857780,1642220,22994499,463685,5128836,,5054019,866585,,2816563,621314,9022339,,1671187,4004117,75449205,,,348105,2010821,10326500,386559,678697,2256975,17172726,1347546,5345244,14546653,1926150,1212037,4406377,865777,2418545,,410560,868015,1295100,7503185,6223009,1150340,4143674,968409,378254,1713287,46207832,35215178,457424,8314238,1495870,2394084,10604805,1727226,13089912,13130623,1180353,2204287,3373685,1395125,9765265,1493200,32117467
2025-08-04,2039155,7609447,6558005,3978943,1067403,1062913,3440276,7744797,4341215,1748701,7333064,196541,8856394,1641963,22990900,463612,5128033,,5053228,866449,,2816122,621217,9020927,,1670925,4003490,75437395,,,348051,2010506,10324884,386498,678591,2256622,17170038,1347335,5344407,14544376,1925849,1211847,4405687,865641,2418166,,410496,867879,1294897,7502011,6222035,1150160,4143025,968257,378195,1713019,46200599,35209666,457352,8312937,1495636,2393709,10603145,1726956,13087863,13128568,1180168,2203942,3373157,1394907,9763736,1492966,32112440
2025-08-05,2037879,7604683,6553897,3976451,1066735,1062249,3438120,7739949,4338495,1747605,7328472,196417,8850850,1640935,22976504,463320,5124821,,5050064,865905,,2814358,620829,9015279,,1669877,4000982,75390155,,,347835,2009246,10318420,386254,678167,2255210,17159286,1346491,5341059,14535268,1924645,1211087,4402927,865097,2416650,,410240,867335,1294085,7497315,6218139,1149440,4140429,967649,377959,1711947,46171667,35187618,457064,8307733,1494700,2392209,10596505,1725876,13079667,13120348,1179428,2202562,3371045,1394035,9757620,1492030,32092332
2025-08-06,2039474,7610638,6559032,3979566,1067570,1063079,3440815,7746009,4341895,1748975,7334212,196572,8857780,1642220,22994499,463685,5128836,,5054019,866585,,2816563,621314,9022339,,1671187,4004117,75449205,,,348105,2010821,10326500,386559,678697,2256975,17172726,1347546,5345244,14546653,1926150,1212037,4406377,865777,2418545,,410560,868015,1295100,7503185,6223009,1150340,4143674,968409,378254,1713287,46207832,35215178,457424,8314238,1495870,2394084,10604805,1727226,13089912,13130623,1180353,2204287,3373685,1395125,9765265,1493200,32117467
2025-08-07,2038836,7608256,6556978,3978320,1067236,1062747,3439737,7743585,4340535,1748427,7331916,196510,8855008,1641706,22987301,463539,5127230,,5052437,866313,,2815681,621120,9019515,,1670663,4002863,75425585,,,347997,2010191,10323268,386437,678485,2256269,17167350,1347124,5343570,14542099,1925548,1211657,4404997,865505,2417787,,410432,867743,1294694,7500837,6221061,1149980,4142376,968105,378136,1712751,46193366,35204154,457280,8311636,1495402,2393334,10601485,1726686,13085814,13126513,1179983,2203597,3372629,1394689,9762207,1492732,32107413
2025-08-08,2039017,7608865,6557451,3978697,1067369,1062881,3439998,7744173,4340955,1748553,7332568,196479,8855722,1641849,22989202,463566,5127627,,5052846,866377,,2815940,621223,9020303,,1670801,4003136,75431775,,,348043,2010376,10324152,386476,678579,2256416,17168762,1347213,5344033,14543322,1925747,1211767,4405307,865569,2418008,,410468,867807,1294791,7501463,6221587,1150100,4142727,968153,378177,1712883,46197133,35207042,457308,8312335,1495568,2393559,10602325,1726816,13086865,13127658,1180098,2203852,3372901,1394771,9763078,1492798,32110086
2025-08-11,2039017,7608865,6557451,3978697,1067369,1062881,3439998,7744173,4340955,1748553,7332568,196479,8855722,1641849,22989202,463566,5127627,,5052846,866377,,2815940,621223,9020303,,1670801,4003136,75431775,,,348043,2010376,10324152,386476,678579,2256416,17168762,1347213,5344033,14543322,1925747,1211767,4405307,865569,2418008,,410468,867807,1294791,7501463,6221587,1150100,4142727,968153,378177,1712883,46197133,35207042,457308,8312335,1495568,2393559,10602325,1726816,13086865,13127658,1180098,2203852,3372901,1394771,9763078,1492798,32110086
2025-08-12,2039017,7608865,6557451,3978697,1067369,1062881,3439998,7744173,4340955,1748553,7332568,196479,8855722,1641849,22989202,463566,5127627,,5052846,866377,,2815940,621223,9020303,,1670801,4003136,75431775,,,348043,2010376,10324152,386476,678579,2256416,17168762,1347213,5344033,14543322,1925747,1211767,4405307,865569,2418008,,410468,867807,1294791,7501463,6221587,1150100,4142727,968153,378177,1712883,46197133,35207042,457308,8312335,1495568,2393559,10602325,1726816,13086865,13127658,1180098,2203852,3372901,1394771,9763078,1492798,32110086
2025-08-13,2041250,7617209,6564640,3983058,1068538,1064043,3443771,7752664,4345715,1750471,7340604,196696,8865431,1643648,23014402,464077,5133248,,5058383,867329,,2819027,621902,9030194,,1672635,4007525,75514466,,,348428,2012581,10335471,386903,679321,2258887,17187585,1348690,5349892,14559268,1927861,1213097,4410137,866521,2420661,,410916,868759,1296212,7509688,6228405,1151360,4147270,969217,378590,1714759,46247778,35245640,457812,8321449,1497206,2396184,10613945,1728706,13101208,13142050,1181393,2206267,3376597,1396297,9773781,1494436,32145289
2025-08-14,2037422,7602905,6552316,3975582,1066534,1062051,3437303,7738108,4337555,1747183,7326828,196324,8848787,1640564,22971202,463201,5123612,,5048891,865697,,2813735,620738,9013238,,1669491,4000001,75372710,,,347768,2008801,10316067,386171,678049,2254651,17155317,1346158,5339848,14531932,1924237,1210817,4401857,864889,2416113,,410148,867127,1293776,7495588,6216717,1149200,4139482,967393,377882,1711543,46160958,35179472,456948,8305825,1494398,2391684,10594025,1725466,13076620,13117378,1179173,2202127,3370261,1393681,9755433,1491628,32084941
2025-08-15,2037422,7602905,6552316,3975582,1066534,1062051,3437303,7738108,4337555,1747183,7326828,196324,8848787,1640564,22971202,463201,5123612,,5048891,865697,,2813735,620738,9013238,,1669491,4000001,75372710,,,347768,2008801,10316067,386171,678049,2254651,17155317,1346158,5339848,14531932,1924237,1210817,4401857,864889,2416113,,410148,867127,1293776,7495588,6216717,1149200,4139482,967393,377882,1711543,46160958,35179472,456948,8305825,1494398,2391684,10594025,1725466,13076620,13117378,1179173,2202127,3370261,1393681,9755433,1491628,32084941
2025-08-18,2037741,7604097,6553343,3976205,1066701,1062217,3437842,7739321,4338235,1747457,7327976,196355,8850174,1640821,22974802,463274,5124415,,5049682,865833,,2814176,620835,9014651,,1669753,4000628,75384523,,,347823,2009116,10317684,386232,678155,2255004,17158006,1346369,5340685,14534210,1924539,1211007,4402547,865025,2416492,,410212,867263,1293979,7496763,6217691,1149380,4140131,967545,377941,1711811,46168193,35184986,457020,8307127,1494632,2392059,10595685,1725736,13078669,13119434,1179358,2202472,3370789,1393899,9756962,1491862,32089970
2025-08-19,2037503,7603213,6552589,3975759,1066567,1062085,3437464,7738495,4337675,1747209,7327080,196313,8849200,1640607,22972102,463228,5123809,,5049100,865761,,2813794,620741,9013525,,1669529,4000174,75375597,,,347813,2008886,10316450,386210,678043,2254798,17155928,1346247,5340011,14532554,1924235,1210827,4402067,864953,2416234,,410184,867191,1293873,7495913,6216943,1149220,4139633,967441,377923,1711575,46162823,35180858,456876,8306123,1494464,2391709,10594365,1725496,13077171,13117822,1179188,2202182,3370333,1393763,9755804,1491694,32086112
2025-08-20,2036227,7598445,6548481,3973267,1065899,1061421,3435308,7733643,4334955,1746113,7322488,196189,8843652,1639579,22957702,462936,5120597,,5045936,865217,,2812030,620353,9007873,,1668481,3997666,75328345,,,347593,2007626,10309982,385966,677619,2253386,17145172,1345403,5336663,14523442,1923027,1210067,4399307,864409,2414718,,409928,866647,1293061,7491213,6213047,1148500,4137037,966833,377687,1710503,46133883,35158802,456588,8300915,1493528,2390209,10587725,1724416,13068971,13109598,1178448,2200802,3368221,1392891,9749688,1490758,32065996
2025-08-21,2041293,7617033,6564559,3982989,1068537,1064045,3443654,7752525,4345575,1750449,7340460,196723,8865270,1643577,23013902,464058,5133239,,5058310,867321,,2818904,621911,9029955,,1672549,4007444,75513027,,,348463,2012536,10335320,386860,679303,2258828,17187218,1348657,5349781,14559034,1927755,1213027,4410067,866513,2420624,,410924,868751,1296203,7509563,6228283,1151320,4147123,969161,378613,1714755,46246873,35244998,457796,8321243,1497204,2396059,10613765,1728696,13100971,13141782,1181338,2206232,3376513,1396343,9773594,1494434,32144602
2025-08-22,2040017,7612265,6560451,3980497,1067869,1063381,3441498,7747673,4342855,1749353,7335864,196599,8859722,1642549,22999498,463766,5130027,,5055142,866777,,2817140,621523,9024303,,1671501,4004936,75465763,,,348243,2011276,10328852,386616,678879,2257416,17176462,1347813,5346433,14549922,1926547,1212267,4407307,865969,2419108,,410668,868207,1295391,7504863,6224383,1150600,4144527,968553,378377,1713683,46217925,35222938,457508,8316035,1496268,2394559,10607121,1727612,13092771,13133558,1180598,2204852,3374401,1395471,9767478,1493498,32124482
